System Name|IP Type|ip_adress|ip_name
021fv1b.via.novonet|Primary IP||021FV1B.VIA.NOVONET
021fv2b.via.novonet|Primary IP||021FV2B.VIA.NOVONET
022fv1c.via.novonet|Primary IP||022FV1C.VIA.NOVONET
022fv2c.via.novonet|Primary IP||022FV2C.VIA.NOVONET
025fv1b.via.novonet|Primary IP||025FV1B.VIA.NOVONET
025fv2b.via.novonet|Primary IP||025FV2B.VIA.NOVONET
026fv1c.via.novonet|Primary IP||026FV1C.VIA.NOVONET
026fv2c.via.novonet|Primary IP||026FV2C.VIA.NOVONET
143dv1c.via.novonet|Primary IP||143DV1C.VIA.NOVONET
143dv2c.via.novonet|Primary IP||143DV2C.VIA.NOVONET
22bdv1b.via.novonet|Primary IP||22BDV1B.VIA.NOVONET
22bdv2b.via.novonet|Primary IP||22BDV2B.VIA.NOVONET
3590-manual ctl.via.novonet|Primary IP||3590-manual ctl.via.novonet
3590-manual dr0.via.novonet|Primary IP||3590-manual dr0.via.novonet
3590-manual dr1.via.novonet|Primary IP||3590-manual dr1.via.novonet
3838143.via.novonet|||
3838421.via.novonet|Primary IP||3838421.via.novonet
3838422.via.novonet|||
3fbdv1b.via.novonet|Primary IP||3FBDV1B.VIA.NOVONET
3fbdv2b.via.novonet|Primary IP||3FBDV2B.VIA.NOVONET
5b4dv1c.via.novonet|Primary IP||5B4DV1C.VIA.NOVONET
5b4dv2c.via.novonet|Primary IP||5B4DV2C.VIA.NOVONET
5b5dv1b.via.novonet|Primary IP||5B5DV1B.VIA.NOVONET
5b5dv2b.via.novonet|Primary IP||5B5DV2B.VIA.NOVONET
5b6dv1b.via.novonet|Primary IP||5B6DV1B.VIA.NOVONET
5b6dv2b.via.novonet|Primary IP||5B6DV2B.VIA.NOVONET
5b7dv1c.via.novonet|Primary IP||5B7DV1C.VIA.NOVONET
5b7dv2c.via.novonet|Primary IP||5B7DV2C.VIA.NOVONET
743m9275.via.novonet|Primary IP||743m9275.via.novonet
82afv1b.via.novonet|Primary IP||82AFV1B.VIA.NOVONET
82afv2b.via.novonet|Primary IP||82AFV2B.VIA.NOVONET
82afvn1.via.novonet|Primary IP||82AFVN1.VIA.NOVONET
82afvn2.via.novonet|Primary IP||82AFVN2.VIA.NOVONET
82afvs1.via.novonet|Primary IP||82AFVS1.VIA.NOVONET
82afvs2.via.novonet|Primary IP||82AFVS2.VIA.NOVONET
836fv1c.via.novonet|Primary IP||836FV1C.VIA.NOVONET
836fv2c.via.novonet|Primary IP||836FV2C.VIA.NOVONET
836fvn1.via.novonet|Primary IP||836FVN1.VIA.NOVONET
836fvn2.via.novonet|Primary IP||836FVN2.VIA.NOVONET
836fvs1.via.novonet|Primary IP||836FVS1.VIA.NOVONET
836fvs2.via.novonet|Primary IP||836FVS2.VIA.NOVONET
9309 rack.via.novonet|Primary IP||9309 rack.via.novonet
actalt03.via.novonet|Primary IP|10.30.169.112|
actalt03.via.novonet|Primary IP||ACTALT03.VIA.NOVONET
actav001.via.novonet|Primary IP|10.14.58.57|
actav001.via.novonet|Primary IP||ACTAV001.VIA.NOVONET
actav002.via.novonet|DNS Server|10.14.100.211|
actav002.via.novonet|DNS Server|10.14.100.59|
actav002.via.novonet|Gateway|10.14.57.3|
actav002.via.novonet|NTP Server|NA|
actav002.via.novonet|Primary IP|10.14.57.57|
actav002.via.novonet|Primary IP||ACTAV002.VIA.NOVONET
actav002.via.novonet|Primary IP||actav002.via.novonet
actav002.via.novonet|Primary WINS Server|10.14.100.138|
actav002.via.novonet|Secondary WINS Server|10.14.100.140|
actcx001.error.com|Primary IP|10.14.58.38|
actcx001.error.com|Primary IP||ACTCX001.VIA.NOVONET
actcx002.via.novonet|Primary IP|10.198.157.48|
actcx002.via.novonet|Primary IP||ACTCX002.VIA.NOVONET
actcx009.via.novonet|Primary IP||ACTCX009.VIA.NOVONET
actcx010.via.novonet|Primary IP|10.14.57.39|
actcx010.via.novonet|Primary IP||ACTCX010.VIA.NOVONET
actcx011.via.novonet|Primary IP|10.14.57.40|
actcx011.via.novonet|Primary IP||ACTCX011.VIA.NOVONET
actcx012.via.novonet|Primary IP|10.14.57.41|
actcx012.via.novonet|Primary IP||ACTCX012.VIA.NOVONET
actdc001.via.novonet|Primary IP||actdc001.via.novonet
actdc002.error.com|Primary IP||actdc002.error.com
actdfs01.via.novonet|DNS Server|10.14.100.211|
actdfs01.via.novonet|DNS Server|10.14.100.58|
actdfs01.via.novonet|DNS Server|10.14.100.59|
actdfs01.via.novonet|Gateway|10.14.57.3|
actdfs01.via.novonet|NTP Server|NA|
actdfs01.via.novonet|Primary IP|10.14.57.42|
actdfs01.via.novonet|Primary IP||ACTDFS01.VIA.NOVONET
actdfs01.via.novonet|Primary IP||actdfs01.via.novonet
actdfs01.via.novonet|Primary WINS Server|10.14.100.160|
actdfs01.via.novonet|Secondary WINS Server|10.14.100.140|
actdfs02.via.novonet|DNS Server|10.14.100.216|
actdfs02.via.novonet|DNS Server|10.14.100.58|
actdfs02.via.novonet|DNS Server|10.14.100.59|
actdfs02.via.novonet|Gateway|10.14.58.3|
actdfs02.via.novonet|NTP Server|NA|
actdfs02.via.novonet|Primary IP|10.14.58.42|
actdfs02.via.novonet|Primary IP||ACTDFS02.VIA.NOVONET
actdfs02.via.novonet|Primary IP||actdfs02.via.novonet
actdfs02.via.novonet|Primary WINS Server|10.14.100.160|
actdfs02.via.novonet|Secondary WINS Server|10.14.100.158|
actfs001.via.novonet|Primary IP|10.14.58.52|
actfs001.via.novonet|Primary IP||ACTFS001.VIA.NOVONET
actfs002.via.novonet|Primary IP|10.14.58.50|
actfs002.via.novonet|Primary IP||ACTFS002.VIA.NOVONET
actfs003.via.novonet|Primary IP|10.14.57.50|
actfs003.via.novonet|Primary IP||ACTFS003.VIA.NOVONET
actfs004.error.com|Primary IP|10.14.57.48|
actfs004.error.com|Primary IP||ACTFS004.VIA.NOVONET
actfs006.via.novonet|Primary IP|10.14.58.198|
actfs006.via.novonet|Primary IP||ACTFS006.VIA.NOVONET
actfs007.via.novonet|Primary IP|10.14.58.6|
actfs007.via.novonet|Primary IP||ACTFS007.VIA.NOVONET
actfs008.via.novonet|Primary IP|10.14.57.198|
actfs008.via.novonet|Primary IP||ACTFS008.VIA.NOVONET
actfs009.via.novonet|Primary IP|10.14.57.6|
actfs009.via.novonet|Primary IP||ACTFS009.VIA.NOVONET
actfs011.via.novonet|Primary IP|10.14.58.7|
actfs011.via.novonet|Primary IP||ACTFS011.VIA.NOVONET
actfs012.via.novonet|DNS Server|10.14.100.211|
actfs012.via.novonet|DNS Server|10.14.100.58|
actfs012.via.novonet|DNS Server|10.14.100.59|
actfs012.via.novonet|Gateway|10.14.57.3|
actfs012.via.novonet|NTP Server|NA|
actfs012.via.novonet|Primary IP||ACTFS012.VIA.NOVONET
actfs012.via.novonet|Primary WINS Server|10.14.100.160|
actfs012.via.novonet|Secondary WINS Server|10.14.100.140|
actfs013.via.novonet|DNS Server|10.14.100.216|
actfs013.via.novonet|DNS Server|10.14.100.58|
actfs013.via.novonet|DNS Server|10.14.100.59|
actfs013.via.novonet|Gateway|10.14.58.131|
actfs013.via.novonet|NTP Server|NA|
actfs013.via.novonet|Primary IP|10.14.58.145|
actfs013.via.novonet|Primary IP||ACTFS013.VIA.NOVONET
actfs013.via.novonet|Primary IP||actfs013.via.novonet
actfs013.via.novonet|Primary WINS Server|10.14.100.160|
actfs013.via.novonet|Secondary WINS Server|10.14.100.158|
actfs014.via.novonet|DNS Server|10.14.100.211|
actfs014.via.novonet|DNS Server|10.14.100.58|
actfs014.via.novonet|DNS Server|10.14.100.59|
actfs014.via.novonet|Gateway|10.14.57.3|
actfs014.via.novonet|NTP Server|NA|
actfs014.via.novonet|Primary IP|10.14.57.59|
actfs014.via.novonet|Primary IP||ACTFS014.VIA.NOVONET
actfs014.via.novonet|Primary IP||actfs014.via.novonet
actfs014.via.novonet|Primary WINS Server|10.14.100.160|
actfs014.via.novonet|Secondary WINS Server|10.14.100.140|
actfs015.via.novonet|DNS Server|10.14.100.216|
actfs015.via.novonet|DNS Server|10.14.100.58|
actfs015.via.novonet|DNS Server|10.14.100.59|
actfs015.via.novonet|Gateway|10.14.58.131|
actfs015.via.novonet|NTP Server|NA|
actfs015.via.novonet|Primary IP|10.14.58.147|
actfs015.via.novonet|Primary IP||ACTFS015.VIA.NOVONET
actfs015.via.novonet|Primary IP||actfs015.via.novonet
actfs015.via.novonet|Primary WINS Server|10.14.100.160|
actfs015.via.novonet|Secondary WINS Server|10.14.100.158|
actfs016.via.novonet|Primary IP||ACTFS016.VIA.NOVONET
actfs017.via.novonet|Primary IP||ACTFS017.VIA.NOVONET
actfs018.via.novonet|Primary IP||ACTFS018.VIA.NOVONET
actfs019.via.novonet|Primary IP||ACTFS019.VIA.NOVONET
actfs020.via.novonet|Primary IP||ACTFS020.VIA.NOVONET
actfs021.via.novonet|DNS Server|10.14.100.211|
actfs021.via.novonet|DNS Server|10.14.100.58|
actfs021.via.novonet|DNS Server|10.14.100.59|
actfs021.via.novonet|Gateway|10.14.57.131|
actfs021.via.novonet|NTP Server|NA|
actfs021.via.novonet|Primary IP||ACTFS021.VIA.NOVONET
actfs021.via.novonet|Primary WINS Server|10.14.100.160|
actfs021.via.novonet|Secondary WINS Server|10.14.100.140|
actfs022.via.novonet|Primary IP||ACTFS022.VIA.NOVONET
actgw001.via.novonet|Primary IP||ACTGW001.VIA.NOVONET
actiis01.via.novonet|Primary IP|10.14.58.43|
actiis01.via.novonet|Primary IP||ACTIIS01.VIA.NOVONET
actiis02.via.novonet|Primary IP|10.14.57.43|
actiis02.via.novonet|Primary IP||ACTIIS02.VIA.NOVONET
actiis03.error.com|Primary IP|10.30.169.198|
actiis03.error.com|Primary IP||ACTIIS03.VIA.NOVONET
actiis04.via.novonet|Primary IP||ACTIIS04.VIA.NOVONET
actiis05.via.novonet|Primary IP|10.14.57.212|
actiis05.via.novonet|Primary IP||ACTIIS05.VIA.NOVONET
actmg001.via.novonet|DNS Server|10.14.100.158|
actmg001.via.novonet|DNS Server|10.14.100.59|
actmg001.via.novonet|Gateway|10.14.58.3|
actmg001.via.novonet|NTP Server|NA|
actmg001.via.novonet|Primary IP|10.14.58.56|
actmg001.via.novonet|Primary IP||ACTMG001.VIA.NOVONET
actmg001.via.novonet|Primary IP||actmg001.via.novonet
actmg001.via.novonet|Primary WINS Server|10.14.100.160|
actmg001.via.novonet|Secondary WINS Server|10.14.100.158|
actmg002.error.com|Primary IP|10.14.58.229|
actmg002.error.com|Primary IP||ACTMG002.VIA.NOVONET
actmg003.via.novonet|Primary IP|10.14.58.232|
actmg003.via.novonet|Primary IP||ACTMG003.VIA.NOVONET
acttcx01.error.com|Primary IP||ACTTCX01.VIA.NOVONET
acttcx02.error.com|Primary IP||ACTTCX02.VIA.NOVONET
acttdc01.error.com|Primary IP||ACTTDC01.VIA.NOVONET
acttdc02.error.com|Primary IP||ACTTDC02.VIA.NOVONET
acttfs01.error.com|Primary IP||ACTTFS01.VIA.NOVONET
acttfs02.error.com|Primary IP||ACTTFS02.VIA.NOVONET
acttmg01.error.com|Primary IP||ACTTMG01.VIA.NOVONET
acttws01.error.com|Primary IP||ACTTWS01.VIA.NOVONET
acttws02.error.com|Primary IP||ACTTWS02.VIA.NOVONET
acttws03.error.com|Primary IP||ACTTWS03.VIA.NOVONET
acttws04.error.com|Primary IP||ACTTWS04.VIA.NOVONET
acttws05.error.com|Primary IP||ACTTWS05.VIA.NOVONET
acttws06.error.com|Primary IP||ACTTWS06.VIA.NOVONET
actws001.via.novonet|Primary IP|10.14.58.200|
actws001.via.novonet|Primary IP||ACTWS001.VIA.NOVONET
actws002.via.novonet|Primary IP|10.14.58.202|
actws002.via.novonet|Primary IP||ACTWS002.VIA.NOVONET
actws003.via.novonet|Primary IP|10.14.58.203|
actws003.via.novonet|Primary IP||ACTWS003.VIA.NOVONET
actws004.via.novonet|Primary IP|10.14.58.204|
actws004.via.novonet|Primary IP||ACTWS004.VIA.NOVONET
actws005.via.novonet|Primary IP|10.14.58.205|
actws005.via.novonet|Primary IP||ACTWS005.VIA.NOVONET
actws006.via.novonet|Primary IP|10.14.58.206|
actws006.via.novonet|Primary IP||ACTWS006.VIA.NOVONET
actws007.via.novonet|Primary IP|10.14.58.207|
actws007.via.novonet|Primary IP||ACTWS007.VIA.NOVONET
actws008.via.novonet|Primary IP|10.14.58.208|
actws008.via.novonet|Primary IP||ACTWS008.VIA.NOVONET
actws009.via.novonet|Primary IP|10.14.58.209|
actws009.via.novonet|Primary IP||ACTWS009.VIA.NOVONET
actws010.via.novonet|Primary IP|10.14.58.210|
actws010.via.novonet|Primary IP||ACTWS010.VIA.NOVONET
actws011.via.novonet|Primary IP|10.14.58.211|
actws011.via.novonet|Primary IP||ACTWS011.VIA.NOVONET
actws012.via.novonet|Primary IP|10.14.58.212|
actws012.via.novonet|Primary IP||ACTWS012.VIA.NOVONET
actws013.via.novonet|Primary IP|10.14.58.213|
actws013.via.novonet|Primary IP||ACTWS013.VIA.NOVONET
actws014.via.novonet|Primary IP|10.14.58.215|
actws014.via.novonet|Primary IP||ACTWS014.VIA.NOVONET
actws015.via.novonet|Primary IP|10.14.58.216|
actws015.via.novonet|Primary IP||ACTWS015.VIA.NOVONET
actws016.via.novonet|Primary IP|10.14.58.217|
actws016.via.novonet|Primary IP||ACTWS016.VIA.NOVONET
actws017.via.novonet|Primary IP|10.14.58.218|
actws017.via.novonet|Primary IP||ACTWS017.VIA.NOVONET
actws018.via.novonet|Primary IP|10.14.58.219|
actws018.via.novonet|Primary IP||ACTWS018.VIA.NOVONET
actws019.via.novonet|Primary IP|10.14.58.220|
actws019.via.novonet|Primary IP||ACTWS019.VIA.NOVONET
actws020.via.novonet|Primary IP|10.14.58.228|
actws020.via.novonet|Primary IP||ACTWS020.VIA.NOVONET
actws021.via.novonet|Primary IP|10.14.58.222|
actws021.via.novonet|Primary IP||ACTWS021.VIA.NOVONET
actws022.via.novonet|Primary IP|10.14.58.223|
actws022.via.novonet|Primary IP||ACTWS022.VIA.NOVONET
actws023.via.novonet|Primary IP|10.14.58.224|
actws023.via.novonet|Primary IP||ACTWS023.VIA.NOVONET
actws024.via.novonet|Primary IP|10.14.58.225|
actws024.via.novonet|Primary IP||ACTWS024.VIA.NOVONET
actws025.via.novonet|Primary IP|10.14.58.226|
actws025.via.novonet|Primary IP||ACTWS025.VIA.NOVONET
actws026.via.novonet|Primary IP|10.14.58.8|
actws026.via.novonet|Primary IP||ACTWS026.VIA.NOVONET
actws027.via.novonet|Primary IP|10.14.58.10|
actws027.via.novonet|Primary IP||ACTWS027.VIA.NOVONET
actws028.via.novonet|Primary IP|10.14.58.11|
actws028.via.novonet|Primary IP||ACTWS028.VIA.NOVONET
actws029.via.novonet|Primary IP|10.14.58.12|
actws029.via.novonet|Primary IP||ACTWS029.VIA.NOVONET
actws030.via.novonet|Primary IP|10.14.58.13|
actws030.via.novonet|Primary IP||ACTWS030.VIA.NOVONET
actws031.via.novonet|Primary IP|10.14.58.14|
actws031.via.novonet|Primary IP||ACTWS031.VIA.NOVONET
actws032.via.novonet|Primary IP|10.14.58.15|
actws032.via.novonet|Primary IP||ACTWS032.VIA.NOVONET
actws033.via.novonet|Primary IP|10.14.58.16|
actws033.via.novonet|Primary IP||ACTWS033.VIA.NOVONET
actws034.via.novonet|Primary IP|10.14.58.17|
actws034.via.novonet|Primary IP||ACTWS034.VIA.NOVONET
actws035.via.novonet|Primary IP|10.14.58.18|
actws035.via.novonet|Primary IP||ACTWS035.VIA.NOVONET
actws036.via.novonet|Primary IP|10.14.58.19|
actws036.via.novonet|Primary IP||ACTWS036.VIA.NOVONET
actws037.via.novonet|Primary IP|10.14.58.20|
actws037.via.novonet|Primary IP||ACTWS037.VIA.NOVONET
actws038.via.novonet|Primary IP|10.14.58.21|
actws038.via.novonet|Primary IP||ACTWS038.VIA.NOVONET
actws039.via.novonet|Primary IP|10.14.58.22|
actws039.via.novonet|Primary IP||ACTWS039.VIA.NOVONET
actws040.via.novonet|Primary IP|10.14.58.24|
actws040.via.novonet|Primary IP||ACTWS040.VIA.NOVONET
actws041.via.novonet|Primary IP|10.14.58.25|
actws041.via.novonet|Primary IP||ACTWS041.VIA.NOVONET
actws042.via.novonet|Primary IP|10.14.58.26|
actws042.via.novonet|Primary IP||ACTWS042.VIA.NOVONET
actws043.via.novonet|Primary IP|10.14.58.27|
actws043.via.novonet|Primary IP||ACTWS043.VIA.NOVONET
actws044.via.novonet|Primary IP|10.14.58.28|
actws044.via.novonet|Primary IP||ACTWS044.VIA.NOVONET
actws045.via.novonet|Primary IP|10.14.58.29|
actws045.via.novonet|Primary IP||ACTWS045.VIA.NOVONET
actws046.via.novonet|Primary IP|10.14.58.30|
actws046.via.novonet|Primary IP||ACTWS046.VIA.NOVONET
actws047.via.novonet|Primary IP|10.14.58.31|
actws047.via.novonet|Primary IP||ACTWS047.VIA.NOVONET
actws048.via.novonet|Primary IP|10.14.58.32|
actws048.via.novonet|Primary IP||ACTWS048.VIA.NOVONET
actws049.via.novonet|Primary IP|10.14.58.33|
actws049.via.novonet|Primary IP||ACTWS049.VIA.NOVONET
actws050.via.novonet|Primary IP|10.14.58.34|
actws050.via.novonet|Primary IP||ACTWS050.VIA.NOVONET
actws053.via.novonet|Primary IP|10.14.57.163|
actws053.via.novonet|Primary IP||ACTWS053.VIA.NOVONET
actws054.via.novonet|Primary IP|10.14.57.146|
actws054.via.novonet|Primary IP||ACTWS054.VIA.NOVONET
actws055.via.novonet|Primary IP|10.14.57.137|
actws055.via.novonet|Primary IP||ACTWS055.VIA.NOVONET
actws056.via.novonet|Primary IP|10.14.57.148|
actws056.via.novonet|Primary IP||ACTWS056.VIA.NOVONET
actws057.via.novonet|Primary IP|10.14.57.150|
actws057.via.novonet|Primary IP||ACTWS057.VIA.NOVONET
actws058.via.novonet|Primary IP|10.14.57.151|
actws058.via.novonet|Primary IP||ACTWS058.VIA.NOVONET
actws059.via.novonet|Primary IP|10.14.57.152|
actws059.via.novonet|Primary IP||ACTWS059.VIA.NOVONET
actws060.via.novonet|Primary IP|10.14.57.153|
actws060.via.novonet|Primary IP||ACTWS060.VIA.NOVONET
actws061.via.novonet|Primary IP|10.14.57.154|
actws061.via.novonet|Primary IP||ACTWS061.VIA.NOVONET
actws062.via.novonet|Primary IP|10.14.57.161|
actws062.via.novonet|Primary IP||ACTWS062.VIA.NOVONET
actws063.via.novonet|Primary IP|10.14.57.155|
actws063.via.novonet|Primary IP||ACTWS063.VIA.NOVONET
actws064.via.novonet|Primary IP|10.14.57.162|
actws064.via.novonet|Primary IP||ACTWS064.VIA.NOVONET
actws065.via.novonet|Primary IP|10.14.57.156|
actws065.via.novonet|Primary IP||ACTWS065.VIA.NOVONET
actws067.via.novonet|Primary IP|10.14.57.158|
actws067.via.novonet|Primary IP||ACTWS067.VIA.NOVONET
actws068.via.novonet|Primary IP|10.14.57.157|
actws068.via.novonet|Primary IP||ACTWS068.VIA.NOVONET
actws070.via.novonet|Primary IP|10.14.58.73|
actws070.via.novonet|Primary IP||ACTWS070.VIA.NOVONET
actws072.via.novonet|Primary IP|10.14.58.77|
actws072.via.novonet|Primary IP||ACTWS072.VIA.NOVONET
actws073.via.novonet|Primary IP|10.14.58.79|
actws073.via.novonet|Primary IP||ACTWS073.VIA.NOVONET
actws074.via.novonet|Primary IP|10.14.58.81|
actws074.via.novonet|Primary IP||ACTWS074.VIA.NOVONET
actws075.via.novonet|Primary IP|10.14.58.83|
actws075.via.novonet|Primary IP||ACTWS075.VIA.NOVONET
actws076.via.novonet|Primary IP|10.14.58.85|
actws076.via.novonet|Primary IP||ACTWS076.VIA.NOVONET
actws077.via.novonet|Primary IP|10.14.58.87|
actws077.via.novonet|Primary IP||ACTWS077.VIA.NOVONET
actws078.via.novonet|Primary IP|10.14.58.89|
actws078.via.novonet|Primary IP||ACTWS078.VIA.NOVONET
actws079.via.novonet|Primary IP|10.14.58.91|
actws079.via.novonet|Primary IP||ACTWS079.VIA.NOVONET
actws080.via.novonet|Primary IP|10.14.58.93|
actws080.via.novonet|Primary IP||ACTWS080.VIA.NOVONET
actws081.via.novonet|Primary IP|10.14.58.95|
actws081.via.novonet|Primary IP||ACTWS081.VIA.NOVONET
actws086.via.novonet|Primary IP|10.14.58.105|
actws086.via.novonet|Primary IP||ACTWS086.VIA.NOVONET
actws087.via.novonet|Primary IP|10.14.58.107|
actws087.via.novonet|Primary IP||ACTWS087.VIA.NOVONET
actws088.via.novonet|Primary IP|10.14.58.109|
actws088.via.novonet|Primary IP||ACTWS088.VIA.NOVONET
actws089.via.novonet|Primary IP|10.14.57.175|
actws089.via.novonet|Primary IP||ACTWS089.VIA.NOVONET
actws090.via.novonet|Primary IP|10.14.57.174|
actws090.via.novonet|Primary IP||ACTWS090.VIA.NOVONET
actws091.via.novonet|Primary IP|10.14.57.200|
actws091.via.novonet|Primary IP||ACTWS091.VIA.NOVONET
actws092.via.novonet|Primary IP|10.14.57.201|
actws092.via.novonet|Primary IP||ACTWS092.VIA.NOVONET
actws093.via.novonet|Primary IP|10.14.57.203|
actws093.via.novonet|Primary IP||ACTWS093.VIA.NOVONET
actws094.via.novonet|Primary IP|10.14.57.204|
actws094.via.novonet|Primary IP||ACTWS094.VIA.NOVONET
actws095.via.novonet|Primary IP|10.14.57.205|
actws095.via.novonet|Primary IP||ACTWS095.VIA.NOVONET
actws096.via.novonet|Primary IP|10.14.57.206|
actws096.via.novonet|Primary IP||ACTWS096.VIA.NOVONET
actws097.via.novonet|Primary IP|10.14.57.207|
actws097.via.novonet|Primary IP||ACTWS097.VIA.NOVONET
actws098.via.novonet|Primary IP|10.14.57.208|
actws098.via.novonet|Primary IP||ACTWS098.VIA.NOVONET
actws099.via.novonet|Primary IP|10.14.57.209|
actws099.via.novonet|Primary IP||ACTWS099.VIA.NOVONET
actws100.via.novonet|Primary IP|10.14.57.210|
actws100.via.novonet|Primary IP||ACTWS100.VIA.NOVONET
actws101.via.novonet|Primary IP|10.14.57.211|
actws101.via.novonet|Primary IP||ACTWS101.VIA.NOVONET
actws105.via.novonet|Primary IP|10.14.57.216|
actws105.via.novonet|Primary IP||ACTWS105.VIA.NOVONET
actws106.via.novonet|Primary IP|10.14.57.217|
actws106.via.novonet|Primary IP||ACTWS106.VIA.NOVONET
actws107.via.novonet|Primary IP|10.14.57.218|
actws107.via.novonet|Primary IP||ACTWS107.VIA.NOVONET
actws108.via.novonet|Primary IP|10.14.57.219|
actws108.via.novonet|Primary IP||ACTWS108.VIA.NOVONET
actws109.via.novonet|Primary IP|10.14.57.220|
actws109.via.novonet|Primary IP||ACTWS109.VIA.NOVONET
actws110.via.novonet|Primary IP|10.14.57.221|
actws110.via.novonet|Primary IP||ACTWS110.VIA.NOVONET
actws111.via.novonet|Primary IP|10.14.57.222|
actws111.via.novonet|Primary IP||ACTWS111.VIA.NOVONET
actws112.via.novonet|Primary IP|10.14.57.223|
actws112.via.novonet|Primary IP||ACTWS112.VIA.NOVONET
actws113.via.novonet|Primary IP|10.14.57.224|
actws113.via.novonet|Primary IP||ACTWS113.VIA.NOVONET
actws114.via.novonet|Primary IP|10.14.57.225|
actws114.via.novonet|Primary IP||ACTWS114.VIA.NOVONET
actws115.via.novonet|Primary IP|10.14.57.226|
actws115.via.novonet|Primary IP||ACTWS115.VIA.NOVONET
actws116.via.novonet|Primary IP|10.14.57.8|
actws116.via.novonet|Primary IP||ACTWS116.VIA.NOVONET
actws117.via.novonet|Primary IP|10.14.57.10|
actws117.via.novonet|Primary IP||ACTWS117.VIA.NOVONET
actws118.via.novonet|Primary IP|10.14.57.11|
actws118.via.novonet|Primary IP||ACTWS118.VIA.NOVONET
actws119.via.novonet|Primary IP|10.14.57.12|
actws119.via.novonet|Primary IP||ACTWS119.VIA.NOVONET
actws120.via.novonet|Primary IP|10.14.57.13|
actws120.via.novonet|Primary IP||ACTWS120.VIA.NOVONET
actws121.via.novonet|Primary IP|10.14.57.14|
actws121.via.novonet|Primary IP||ACTWS121.VIA.NOVONET
actws122.via.novonet|Primary IP|10.14.57.15|
actws122.via.novonet|Primary IP||ACTWS122.VIA.NOVONET
actws123.via.novonet|Primary IP|10.14.57.16|
actws123.via.novonet|Primary IP||ACTWS123.VIA.NOVONET
actws124.via.novonet|Primary IP|10.14.57.17|
actws124.via.novonet|Primary IP||ACTWS124.VIA.NOVONET
actws125.via.novonet|Primary IP|10.14.57.18|
actws125.via.novonet|Primary IP||ACTWS125.VIA.NOVONET
actws126.via.novonet|Primary IP|10.14.57.19|
actws126.via.novonet|Primary IP||ACTWS126.VIA.NOVONET
actws127.via.novonet|Primary IP|10.14.57.54|
actws127.via.novonet|Primary IP||ACTWS127.VIA.NOVONET
actws128.via.novonet|Primary IP|10.14.57.21|
actws128.via.novonet|Primary IP||ACTWS128.VIA.NOVONET
actws129.via.novonet|Primary IP|10.14.57.23|
actws129.via.novonet|Primary IP||ACTWS129.VIA.NOVONET
actws130.via.novonet|Primary IP|10.14.57.24|
actws130.via.novonet|Primary IP||ACTWS130.VIA.NOVONET
actws131.via.novonet|Primary IP|10.14.57.25|
actws131.via.novonet|Primary IP||ACTWS131.VIA.NOVONET
actws132.via.novonet|Primary IP|10.14.57.26|
actws132.via.novonet|Primary IP||ACTWS132.VIA.NOVONET
actws133.via.novonet|Primary IP|10.14.57.27|
actws133.via.novonet|Primary IP||ACTWS133.VIA.NOVONET
actws134.via.novonet|Primary IP|10.14.57.28|
actws134.via.novonet|Primary IP||ACTWS134.VIA.NOVONET
actws135.via.novonet|Primary IP|10.14.57.29|
actws135.via.novonet|Primary IP||ACTWS135.VIA.NOVONET
actws136.via.novonet|Primary IP|10.14.57.30|
actws136.via.novonet|Primary IP||ACTWS136.VIA.NOVONET
actws141.via.novonet|Primary IP||ACTWS141.VIA.NOVONET
actws142.via.novonet|Primary IP||ACTWS142.VIA.NOVONET
actws143.via.novonet|Primary IP||ACTWS143.VIA.NOVONET
actws144.via.novonet|Primary IP||ACTWS144.VIA.NOVONET
actws145.via.novonet|Primary IP||ACTWS145.VIA.NOVONET
actws146.via.novonet|Primary IP||ACTWS146.VIA.NOVONET
actws147.via.novonet|Primary IP||ACTWS147.VIA.NOVONET
actws148.via.novonet|Primary IP||ACTWS148.VIA.NOVONET
actws149.via.novonet|Primary IP||ACTWS149.VIA.NOVONET
actws150.via.novonet|Primary IP||ACTWS150.VIA.NOVONET
actws151.via.novonet|Primary IP||ACTWS151.VIA.NOVONET
actws152.via.novonet|Primary IP||ACTWS152.VIA.NOVONET
actws153.via.novonet|Primary IP||ACTWS153.VIA.NOVONET
actws154.via.novonet|Primary IP||ACTWS154.VIA.NOVONET
actws155.via.novonet|Primary IP||ACTWS155.VIA.NOVONET
actws156.via.novonet|Primary IP||ACTWS156.VIA.NOVONET
actws157.via.novonet|Primary IP||ACTWS157.VIA.NOVONET
actws158.via.novonet|Primary IP||ACTWS158.VIA.NOVONET
actws159.via.novonet|Primary IP||ACTWS159.VIA.NOVONET
actws160.via.novonet|Primary IP||ACTWS160.VIA.NOVONET
actws161.via.novonet|Primary IP||ACTWS161.VIA.NOVONET
actws162.via.novonet|Primary IP||ACTWS162.VIA.NOVONET
actws163.via.novonet|Primary IP||ACTWS163.VIA.NOVONET
actws164.via.novonet|Primary IP||ACTWS164.VIA.NOVONET
actws165.via.novonet|Primary IP||ACTWS165.VIA.NOVONET
actws166.via.novonet|Primary IP||ACTWS166.VIA.NOVONET
actws167.via.novonet|Primary IP||ACTWS167.VIA.NOVONET
actws168.via.novonet|Primary IP||ACTWS168.VIA.NOVONET
actws169.via.novonet|Primary IP||ACTWS169.VIA.NOVONET
