System Name|IP Type|ip_adress|ip_name
ukncaavia005.im.root-domain.net|||
ukncaavia006.im.root-domain.net|||
ukncaavia007.im.root-domain.net|||
ukncaavia008.im.root-domain.net|||
ukncaavia009.im.root-domain.net|||
ukncaavia010.im.root-domain.net|||
ukncaavia601.imuat.root-uat.net|||
ukncaavia602.imuat.root-uat.net|||
ukncaaviv001.via.novonet|Primary IP|10.14.63.173|UKNCAAVIV001.VIA.NOVONET
ukncaaviv001.via.novonet|Primary IP||10.14.63.173
ukncaaviv001.via.novonet|Remote Service Board IP|10.14.63.109|
ukncaaviv002.via.novonet|Primary IP|10.14.63.169|UKNCAAVIV002.VIA.NOVONET
ukncaaviv002.via.novonet|Primary IP||10.14.63.169
ukncaaviv002.via.novonet|Remote Service Board IP|10.14.63.89|
ukncaaviv003.via.novonet|Primary IP||UKNCAAVIV003.VIA.NOVONET
ukncaaviv004.via.novonet|Primary IP||UKNCAAVIV004.VIA.NOVONET
ukncaiprodv001.im.root-domain.net|Primary IP||ukncaiprodv001.via.novonet
ukncaiprodv002.im.root-domain.net|Primary IP||ukncaiprodv002.via.novonet
ukncaiprodv003.im.root-domain.net|Primary IP||ukncaiprodv003.via.novonet
ukncaiprodv004.via.novonet|Primary IP||ukncaiprodv004.via.novonet
ukncaukp001.via.novonet|||
ukncaukp001vf0.via.novonet|Primary IP|10.14.10.240|
ukncaukv001.via.novonet|Primary IP||ukncaukv001.via.novonet
ukncaukv003.via.novonet|||
ukncavdtd001.via.novonet|Primary IP|10.16.170.116|
ukncavdtd001.via.novonet|Remote Service Board IP|10.16.87.114|
ukncavdtd002.via.novonet|||
ukncavdtd003.via.novonet|||
ukncavdtd004.via.novonet|||
ukncavesl003.via.novonet|||
uknccavia001 cluster.via.novonet|Primary IP||UKNCCAVIA001 CLUSTER.VIA.NOVONET
uknccavia005.im.root-domain.net|||
uknccavia007.via.novonet|Primary IP||uknccavia007.via.novonet
uknccavia009.via.novonet|Primary IP||uknccavia009.via.novonet
uknccavia021 cluster.via.novonet|Primary IP||UKNCCAVIA021 CLUSTER.VIA.NOVONET
uknccavia023 cluster.via.novonet|Primary IP||UKNCCAVIA023 CLUSTER.VIA.NOVONET
uknccavia031 cluster.via.novonet|Primary IP||UKNCCAVIA031 CLUSTER.VIA.NOVONET
uknccavia033 cluster.via.novonet|Primary IP||UKNCCAVIA033 CLUSTER.VIA.NOVONET
uknccavia601.imuat.root-uat.net|||
uknccavia602.imuat.root-uat.net|||
uknccaviv001.via.novonet|||
uknccoavin001.aviva.ssn.hp.com|||
ukncd2dvia001.im.root-domain.net|||
ukncdavia001.avivagroup.com|DNS Server|10.14.100.185|
ukncdavia001.avivagroup.com|DNS Server|10.14.100.186|
ukncdavia001.avivagroup.com|DNS Server|::1|
ukncdavia001.avivagroup.com|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia001.avivagroup.com|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia001.avivagroup.com|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia001.avivagroup.com|NTP Server|172.27.128.17|
ukncdavia001.avivagroup.com|Primary IP|10.14.100.186|UKNCDAVIA001.VIA.NOVONET
ukncdavia002.avivagroup.com|DNS Server|10.14.100.30|
ukncdavia002.avivagroup.com|DNS Server|10.14.100.32|
ukncdavia002.avivagroup.com|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia002.avivagroup.com|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia002.avivagroup.com|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia002.avivagroup.com|Gateway|10.14.100.3|
ukncdavia002.avivagroup.com|NTP Server|NA|
ukncdavia002.avivagroup.com|Primary IP||UKNCDAVIA002.VIA.NOVONET
ukncdavia002.avivagroup.com|Primary WINS Server|10.16.139.227|
ukncdavia002.avivagroup.com|Secondary WINS Server|10.14.100.215|
ukncdavia003.avivagroup.com|DNS Server|10.14.100.31|
ukncdavia003.avivagroup.com|DNS Server|10.14.100.33|
ukncdavia003.avivagroup.com|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia003.avivagroup.com|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia003.avivagroup.com|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia003.avivagroup.com|Gateway|10.14.100.3|
ukncdavia003.avivagroup.com|NTP Server|NA|
ukncdavia003.avivagroup.com|Primary IP||UKNCDAVIA003.AVIVAGROUP.COM
ukncdavia003.avivagroup.com|Primary WINS Server|10.14.100.215|
ukncdavia003.avivagroup.com|Secondary WINS Server|10.16.139.227|
ukncdavia099.avivagroup.com|DNS Server|10.14.100.186|
ukncdavia099.avivagroup.com|DNS Server|10.14.100.33|
ukncdavia099.avivagroup.com|DNS Server|172.26.174.8|
ukncdavia099.avivagroup.com|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia099.avivagroup.com|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia099.avivagroup.com|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia099.avivagroup.com|Gateway|172.26.174.3|
ukncdavia099.avivagroup.com|NTP Server|NA|
ukncdavia099.avivagroup.com|Primary IP|172.26.174.10|UKNCDAVIA099.VIA.NOVONET
ukncdavia101.ecs.com|DNS Server|10.15.11.125|
ukncdavia101.ecs.com|DNS Server|172.26.33.20|
ukncdavia101.ecs.com|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia101.ecs.com|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia101.ecs.com|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia101.ecs.com|Gateway|172.26.33.3|
ukncdavia101.ecs.com|NTP Server|172.27.128.17|
ukncdavia101.ecs.com|Primary IP|172.26.33.20|ukncdavia101.ecs.com
ukncdavia101.ecs.com|Primary WINS Server|10.15.11.125|
ukncdavia101.ecs.com|Primary WINS Server|172.26.33.20|
ukncdavia101.ecs.com|Secondary WINS Server|10.15.11.125|
ukncdavia101.ecs.com|Secondary WINS Server|172.26.33.20|
ukncdavia102.ecs.com|DNS Server|10.15.11.60|
ukncdavia102.ecs.com|DNS Server|127.0.0.1|
ukncdavia102.ecs.com|DNS Server|172.26.33.20|
ukncdavia102.ecs.com|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia102.ecs.com|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia102.ecs.com|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia102.ecs.com|Gateway|10.15.11.1|
ukncdavia102.ecs.com|NTP Server|NA|
ukncdavia102.ecs.com|Primary IP||ukncdavia102.ecs.com
ukncdavia102.ecs.com|Primary WINS Server|10.15.11.60|
ukncdavia102.ecs.com|Primary WINS Server|172.26.33.20|
ukncdavia102.ecs.com|Secondary WINS Server|10.15.11.60|
ukncdavia102.ecs.com|Secondary WINS Server|172.26.33.20|
ukncdavia103.via.novonet|Primary IP||UKNCDAVIA103.VIA.NOVONET
ukncdavia601.imuat.root-uat.net|DNS Server|10.104.198.12|
ukncdavia601.imuat.root-uat.net|DNS Server|10.206.44.20|
ukncdavia601.imuat.root-uat.net|DNS Server|127.0.0.1|
ukncdavia601.imuat.root-uat.net|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia601.imuat.root-uat.net|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia601.imuat.root-uat.net|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia601.imuat.root-uat.net|Gateway|10.206.44.1|
ukncdavia601.imuat.root-uat.net|NTP Server|172.27.128.17|
ukncdavia601.imuat.root-uat.net|Primary IP||ukncdavia601.root-uat.net
ukncdavia611.imuat.root-uat.net|DNS Server|10.104.198.13|
ukncdavia611.imuat.root-uat.net|DNS Server|10.206.44.11|
ukncdavia611.imuat.root-uat.net|DNS Server|10.206.44.21|
ukncdavia611.imuat.root-uat.net|DNS Server|127.0.0.1|
ukncdavia611.imuat.root-uat.net|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia611.imuat.root-uat.net|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia611.imuat.root-uat.net|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia611.imuat.root-uat.net|Gateway|10.206.44.1|
ukncdavia611.imuat.root-uat.net|NTP Server|64.4.10.33|
ukncdavia611.imuat.root-uat.net|NTP Server|65.55.56.206|
ukncdavia611.imuat.root-uat.net|NTP Server|NA|
ukncdavia611.imuat.root-uat.net|Primary IP||ukncdavia611.imuat.root-uat.net
ukncdavia611.imuat.root-uat.net|Primary WINS Server|10.206.44.19|
ukncdavia611.imuat.root-uat.net|Secondary WINS Server|10.206.44.29|
ukncdavia701.im.root-domain.net|DNS Server|10.206.58.10|
ukncdavia701.im.root-domain.net|DNS Server|10.206.58.20|
ukncdavia701.im.root-domain.net|DNS Server|127.0.0.1|
ukncdavia701.im.root-domain.net|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia701.im.root-domain.net|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia701.im.root-domain.net|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia701.im.root-domain.net|Gateway|10.206.58.1|
ukncdavia701.im.root-domain.net|NTP Server|172.27.128.17|
ukncdavia701.im.root-domain.net|NTP Server|172.27.192.17|
ukncdavia701.im.root-domain.net|Primary IP||ukncdavia701.root-domain.net
ukncdavia711.im.root-domain.net|DNS Server|10.206.58.12|
ukncdavia711.im.root-domain.net|DNS Server|10.206.58.21|
ukncdavia711.im.root-domain.net|DNS Server|127.0.0.1|
ukncdavia711.im.root-domain.net|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia711.im.root-domain.net|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia711.im.root-domain.net|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia711.im.root-domain.net|Gateway|10.206.58.1|
ukncdavia711.im.root-domain.net|NTP Server|64.4.10.33|
ukncdavia711.im.root-domain.net|NTP Server|65.55.56.206|
ukncdavia711.im.root-domain.net|Primary IP||ukncdavia711.im.root-domain.net
ukncdavia712.im.root-domain.net|DNS Server|10.206.58.11|
ukncdavia712.im.root-domain.net|DNS Server|10.206.58.22|
ukncdavia712.im.root-domain.net|DNS Server|127.0.0.1|
ukncdavia712.im.root-domain.net|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia712.im.root-domain.net|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia712.im.root-domain.net|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia712.im.root-domain.net|Gateway|10.206.58.1|
ukncdavia712.im.root-domain.net|NTP Server|64.4.10.33|
ukncdavia712.im.root-domain.net|NTP Server|65.55.56.206|
ukncdavia712.im.root-domain.net|Primary IP||ukncdavia712.im.root-domain.net
ukncdavia801.novonet|DNS Server|10.14.100.110|
ukncdavia801.novonet|DNS Server|10.14.100.232|
ukncdavia801.novonet|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia801.novonet|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia801.novonet|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia801.novonet|NTP Server|172.27.128.17|
ukncdavia801.novonet|Primary IP|10.14.100.110|ukncdavia801.novonet
ukncdavia802.novonet|DNS Server|10.14.100.150|
ukncdavia802.novonet|DNS Server|10.14.100.220|
ukncdavia802.novonet|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia802.novonet|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia802.novonet|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia802.novonet|NTP Server|NA|
ukncdavia802.novonet|Primary IP|10.14.100.220|ukncdavia802.novonet
ukncdavia811.via.novonet|DNS Server|10.14.100.111|
ukncdavia811.via.novonet|DNS Server|10.14.100.151|
ukncdavia811.via.novonet|DNS Server|10.14.100.216|
ukncdavia811.via.novonet|DNS Server|127.0.0.1|
ukncdavia811.via.novonet|DNS Server|::1|
ukncdavia811.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia811.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia811.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia811.via.novonet|Gateway|10.14.121.3|
ukncdavia811.via.novonet|NTP Server|NA|
ukncdavia811.via.novonet|Primary IP||ukncdavia811.via.novonet
ukncdavia812.via.novonet|DNS Server|10.14.100.111|
ukncdavia812.via.novonet|DNS Server|10.14.100.151|
ukncdavia812.via.novonet|DNS Server|127.0.0.1|
ukncdavia812.via.novonet|DNS Server|::1|
ukncdavia812.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia812.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia812.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia812.via.novonet|NTP Server|NA|
ukncdavia812.via.novonet|Primary IP||ukncdavia812.via.novonet
ukncdavia813.via.novonet|DNS Server|10.14.100.151|
ukncdavia813.via.novonet|DNS Server|10.14.100.211|
ukncdavia813.via.novonet|DNS Server|10.14.100.58|
ukncdavia813.via.novonet|DNS Server|127.0.0.1|
ukncdavia813.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia813.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia813.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia813.via.novonet|Gateway|10.14.100.3|
ukncdavia813.via.novonet|NTP Server|NA|
ukncdavia813.via.novonet|Primary IP||ukncdavia813.via.novonet
ukncdavia813.via.novonet|Primary WINS Server|10.16.139.227|
ukncdavia813.via.novonet|Secondary WINS Server|10.14.100.215|
ukncdavia881.error.com|Primary IP||UKNCDAVIA881.ERROR.COM
ukncdavia882.error.com|Primary IP||UKNCDAVIA882.ERROR.COM
ukncdavia899.via.novonet|DNS Server|10.14.100.151|
ukncdavia899.via.novonet|DNS Server|127.0.0.1|
ukncdavia899.via.novonet|DNS Server|172.26.175.21|
ukncdavia899.via.novonet|DNS Server|::1|
ukncdavia899.via.novonet|DNS Server|fec0:0:0:ffff::1%1|
ukncdavia899.via.novonet|DNS Server|fec0:0:0:ffff::2%1|
ukncdavia899.via.novonet|DNS Server|fec0:0:0:ffff::3%1|
ukncdavia899.via.novonet|NTP Server|NA|
ukncdavia899.via.novonet|Primary IP||UKNCDAVIA899.ERROR.COM
uknceavia004.via.novonet|Primary IP||UKNCEAVIA004.VIA.NOVONET
uknceavia005.via.novonet|Primary IP||UKNCEAVIA005.VIA.NOVONET
uknceavia012.via.novonet|Primary IP||UKNCEAVIA012.VIA.NOVONET
uknceavia013.via.novonet|Primary IP||UKNCEAVIA013.VIA.NOVONET
uknceavia014.via.novonet|Primary IP||UKNCEAVIA014.VIA.NOVONET
uknceavia015.via.novonet|||
uknceavib001.via.novonet|Primary IP||UKNCEAVIB001.VIA.NOVONET
uknceavib002.via.novonet|Primary IP||UKNCEAVIB002.VIA.NOVONET
uknceavib003.via.novonet|Primary IP||UKNCEAVIB003.VIA.NOVONET
uknceavib004.via.novonet|Primary IP||UKNCEAVIB004.VIA.NOVONET
uknceavib005.via.novonet|Primary IP||UKNCEAVIB005.VIA.NOVONET
uknceavib006.via.novonet|Primary IP||UKNCEAVIB006.VIA.NOVONET
uknceavib007.via.novonet|Primary IP||UKNCEAVIB007.VIA.NOVONET
uknceavib010.via.novonet|Primary IP||UKNCEAVIA010.VIA.NOVONET
uknceavic001.via.novonet|Primary IP||UKNCEAVIC001.VIA.NOVONET
uknceavic002.via.novonet|Primary IP||UKNCEAVIC002.VIA.NOVONET
uknceavid001.via.novonet|Primary IP||UKNCEAVID001.VIA.NOVONET
uknceavid002.via.novonet|Primary IP||UKNCEAVID002.VIA.NOVONET
uknceavid003.via.novonet|Primary IP||UKNCEAVID003.VIA.NOVONET
uknceavid004.via.novonet|||
uknceavid005.via.novonet|||
uknceavid006.via.novonet|||
uknceavie001.via.novonet|Primary IP||UKNCEAVIE001.VIA.NOVONET
uknceavie002.via.novonet|Primary IP||UKNCEAVIE002.VIA.NOVONET
uknceavie003.via.novonet|Primary IP||UKNCEAVIE003.VIA.NOVONET
uknceavie004.via.novonet|||
uknceavif001.via.novonet|Primary IP||UKNCEAVIF001.VIA.NOVONET
uknceavif003.via.novonet|||
uknceavig001.via.novonet|Primary IP||UKNCEAVIG001.VIA.NOVONET
uknceavig002.im.root-domain.net|||
uknceavig003.im.root-domain.net|Primary IP||CZ3212BYCW.VIA.NOVONET
uknceavig004.via.novonet|||
uknceavig005.via.novonet|||
uknceslvia001.im.root-domain.net|||
ukncfavia001.via.novonet|||
ukncfavia002.via.novonet|||
ukncfavia004.via.novonet|Primary IP||UKNCFAVIA004.via.novonet
ukncfavia005.via.novonet|Primary IP||UKNCFAVIA005.VIA.NOVONET
ukncfavia006.via.novonet|Primary IP||UKNCFAVIA006.via.novonet
ukncfavia007.via.novonet|Primary IP||UKNCFAVIA007.via.novonet
ukncfavia008.via.novonet|Primary IP||UKNCFAVIA008.VIA.NOVONET
ukncfavia009.via.novonet|Primary IP||UKNCFAVIA009.VIA.NOVONET
ukncfavia010.via.novonet|Primary IP||UKNCFAVIA010.VIA.NOVONET
ukncfavia011.via.novonet|Primary IP|UKNCFAVIA011.VIA.NOVONET|
ukncfavia012.via.novonet|Primary IP||UKNCFAVIA012.VIA.NOVONET
ukncfavia013.via.novonet|Primary IP||UKNCFAVIA013.VIA.NOVONET
ukncfavia014.via.novonet|Primary IP||UKNCFAVIA014.VIA.NOVONET
ukncfavia015.via.novonet|Primary IP||ukncfavia015.via.novonet
ukncfavia016.via.novonet|Primary IP||UKNCFAVIA016.VIA.NOVONET
ukncfavia017.via.novonet|||
ukncfavia020.via.novonet|Primary IP||UKNCFAVIA020.VIA.NOVONET
ukncfavia021.via.novonet|Primary IP||UKNCFAVIA021.VIA.NOVONET
ukncfavia022.via.novonet|||
ukncfavia023.via.novonet|||
ukncfavia030.via.novonet|Primary IP||UKNCFAVIA030.VIA.NOVONET
ukncfwavin001.aviva.ssn.hp.com|||
ukncfwavin002.im.root-domain.net|Primary IP||ukncfwavin002.im.root-domain.net
ukncs001.via.novonet|Primary IP|10.14.130.142|Primary
ukncsavhp001.via.novonet|Gateway|10.14.130.142|ukncsavhp001.via.novonet
ukncsavhp001.via.novonet|Gateway|10.253.12.60|ukncsavhp001-admin.via.novonet
ukncsavhp001.via.novonet|NTP Server|172.27.128.17|
ukncsavhp001.via.novonet|NTP Server|172.27.192.17|
ukncsavhp001.via.novonet|Primary IP||ukncsavhp001.via.novonet
ukncsavhp002.via.novonet|Primary IP||UKNCSAVHP002.VIA.NOVONET
ukncsavhp004.via.novonet|Gateway|10.14.130.168|ukncsavhp004.via.novonet
ukncsavhp004.via.novonet|Gateway|10.16.254.23|ukncsavhp004-hb1
ukncsavhp004.via.novonet|Gateway|10.253.12.63|ukncsavhp004-admin.via.novonet
ukncsavhp004.via.novonet|NTP Server|172.27.128.17|
ukncsavhp004.via.novonet|NTP Server|172.27.192.17|
ukncsavhp004.via.novonet|Primary IP||UKNCSAVHP004.VIA.NOVONET
ukncsavhp006.via.novonet|Alias|10.14.130.170|
ukncsavhp050.via.novonet|Gateway|10.16.33.203|ukncsavhp050.via.novonet
ukncsavhp050.via.novonet|Gateway|10.253.251.155|ukncsavhp050-admin.via.novonet
ukncsavhp050.via.novonet|NTP Server|172.27.128.17|
ukncsavhp050.via.novonet|NTP Server|172.27.192.17|
ukncsavhp050.via.novonet|Primary IP||ukncsavhp050.via.novonet
ukncsavhp051.via.novonet|Gateway|10.14.252.222|ukncsavhp051-admin.via.novonet
ukncsavhp051.via.novonet|Gateway|10.15.170.81|ukncsavhp051.via.novonet
ukncsavhp051.via.novonet|NTP Server|10.15.170.80|
ukncsavhp051.via.novonet|Primary IP||ukncsavhp051.via.novonet
ukncsavhp052.via.novonet|Gateway|10.14.98.38|ukncsavhp052-admin.via.novonet
ukncsavhp052.via.novonet|Gateway|10.15.173.78|ukncsavhp052.via.novonet
ukncsavhp052.via.novonet|NTP Server|10.15.173.77|
ukncsavhp052.via.novonet|Primary IP||ukncsavhp052.via.novonet
ukncsavhp100.via.novonet|Primary IP||UKNCSAVHP100.VIA.NOVONET
ukncsavhp103.via.novonet|Primary IP||ukncsavhp103.via.novonet
ukncsavhp105.via.novonet|Gateway|10.14.252.196|ukncsavhp105-admin.via.novonet
ukncsavhp105.via.novonet|Gateway|10.15.170.80|ukncsavhp105.via.novonet
ukncsavhp105.via.novonet|NTP Server|172.27.128.17|
ukncsavhp105.via.novonet|NTP Server|172.27.192.17|
ukncsavhp105.via.novonet|Primary IP||ukncsavhp105.via.novonet
ukncsavhp106.via.novonet|Gateway|10.14.252.204|ukncsavhp106-admin.via.novonet
ukncsavhp106.via.novonet|Gateway|10.15.170.103|ukncsavhp106.via.novonet
ukncsavhp106.via.novonet|NTP Server|172.27.128.17|
ukncsavhp106.via.novonet|NTP Server|172.27.192.17|
ukncsavhp106.via.novonet|Primary IP||UKNCSAVHP106.VIA.NOVONET
ukncsavhp107.via.novonet|Gateway|10.14.98.30|ukncsavhp107-admin.via.novonet
ukncsavhp107.via.novonet|Gateway|10.15.173.77|ukncsavhp107.via.novonet
ukncsavhp107.via.novonet|NTP Server|172.27.128.17|
ukncsavhp107.via.novonet|NTP Server|172.27.192.17|
ukncsavhp107.via.novonet|Primary IP||UKNCSAVHP107.VIA.NOVONET
ukncsavhp108.via.novonet|Gateway|10.14.98.32|ukncsavhp108-admin.via.novonet
ukncsavhp108.via.novonet|Gateway|10.15.173.103|ukncsavhp108.via.novonet
ukncsavhp108.via.novonet|NTP Server|172.27.128.17|
ukncsavhp108.via.novonet|NTP Server|172.27.192.17|
ukncsavhp108.via.novonet|Primary IP||UKNCSAVHP108.VIA.NOVONET
ukncsavhp109.via.novonet|Gateway|10.16.30.97|ukncsavhp109.via.novonet
ukncsavhp109.via.novonet|Gateway|10.253.250.133|ukncsavhp109-admin.via.novonet
ukncsavhp109.via.novonet|NTP Server|172.27.128.17|
ukncsavhp109.via.novonet|NTP Server|172.27.192.17|
ukncsavhp109.via.novonet|Primary IP||UKNCSAVHP109.VIA.NOVONET
ukncsavhp110.via.novonet|Gateway|10.16.30.96|ukncsavhp110
ukncsavhp110.via.novonet|Gateway|10.253.250.132|ukncsavhp110-admin.via.novonet
ukncsavhp110.via.novonet|NTP Server|172.27.128.17|
ukncsavhp110.via.novonet|NTP Server|172.27.192.17|
ukncsavhp110.via.novonet|Primary IP||UKNCSAVHP110.VIA.NOVONET
ukncsavhp200.via.novonet|Primary IP||UKNCSAVHP200.VIA.NOVONET
ukncsavhp201.via.novonet|Primary IP||UKNCSAVHP201.VIA.NOVONET
ukncsavhp231.via.novonet|Gateway|10.14.252.221|ukncsavhp231-admin.via.novonet
ukncsavhp231.via.novonet|Gateway|10.15.170.73|prd-ext-uknc231-73.via.novonet
ukncsavhp231.via.novonet|Gateway|10.15.170.74|prd-ext-uknc231-74.via.novonet
ukncsavhp231.via.novonet|Gateway|10.15.170.75|prd-ext-uknc231-75.via.novonet
ukncsavhp231.via.novonet|Gateway|10.15.170.77|pvw-ext-uknc231-77.via.novonet
ukncsavhp231.via.novonet|Gateway|10.15.170.78|pvw-ext-uknc231-78.via.novonet
ukncsavhp231.via.novonet|Gateway|10.15.170.79|pvw-ext-uknc231-79.via.novonet
ukncsavhp231.via.novonet|NTP Server|10.15.170.80|
ukncsavhp231.via.novonet|Primary IP||ukncsavhp231.via.novonet
ukncsavhp232.via.novonet|Gateway|10.14.252.212|ukncsavhp232-admin.via.novonet
ukncsavhp232.via.novonet|Gateway|10.15.170.102|ukncsavhp232.via.novonet
ukncsavhp232.via.novonet|Gateway|10.15.170.93|prd-ext-uknc232-93.via.novonet
ukncsavhp232.via.novonet|Gateway|10.15.170.94|prd-ext-uknc232-94.via.novonet
ukncsavhp232.via.novonet|Gateway|10.15.170.96|prd-ext-uknc232-96.via.novonet
ukncsavhp232.via.novonet|Gateway|10.15.170.97|pvw-ext-uknc232-97.via.novonet
ukncsavhp232.via.novonet|Gateway|10.15.170.98|pvw-ext-uknc232-98.via.novonet
ukncsavhp232.via.novonet|Gateway|10.15.170.99|pvw-ext-uknc232-99.via.novonet
ukncsavhp232.via.novonet|NTP Server|10.15.170.103|
ukncsavhp232.via.novonet|Primary IP||ukncsavhp232.via.novonet
ukncsavhp233.via.novonet|Gateway|10.14.98.36|ukncsavhp233-admin.via.novonet
ukncsavhp233.via.novonet|Gateway|10.15.173.73|ppd-ext-uknc233-73.via.novonet
ukncsavhp233.via.novonet|Gateway|10.15.173.74|ppd-ext-uknc233-74.via.novonet
ukncsavhp233.via.novonet|Gateway|10.15.173.75|ppd-ext-uknc233.75.via.novonet
ukncsavhp233.via.novonet|NTP Server|10.15.173.77|
ukncsavhp233.via.novonet|Primary IP||ukncsavhp233.via.novonet
ukncsavhp234.via.novonet|Gateway|10.14.98.40|ukncsavhp234-admin.via.novonet
ukncsavhp234.via.novonet|Gateway|10.15.173.93|ppd-ext-uknc234-93.via.novonet
ukncsavhp234.via.novonet|Gateway|10.15.173.94|ppd-ext-uknc234-94.via.novonet
ukncsavhp234.via.novonet|Gateway|10.15.173.96|ppd-ext-uknc234-96.via.novonet
ukncsavhp234.via.novonet|NTP Server|10.15.173.103|
ukncsavhp234.via.novonet|Primary IP||ukncsavhp234.via.novonet
ukncsavhp235.via.novonet|Gateway|10.16.30.95|ukncsavhp235
ukncsavhp235.via.novonet|Gateway|10.16.31.205|sit-ext-uknc235-205.via.novonet
ukncsavhp235.via.novonet|Gateway|10.16.31.206|sit-ext-uknc235-206.via.novonet
ukncsavhp235.via.novonet|Gateway|10.16.31.207|sit-ext-uknc235-207.via.novonet
ukncsavhp235.via.novonet|Gateway|10.253.250.131|ukncsavhp235-admin.via.novonet
ukncsavhp235.via.novonet|NTP Server|10.16.30.97|
ukncsavhp235.via.novonet|Primary IP||ukncsavhp235.via.novonet
ukncsavhp236.via.novonet|Gateway|10.16.30.94|ukncsavhp236.via.novonet
ukncsavhp236.via.novonet|Gateway|10.16.31.252|dev2-ext-uknc236-252.via.novonet
ukncsavhp236.via.novonet|Gateway|10.16.31.253|dev2-ext-uknc236-253.via.novonet
ukncsavhp236.via.novonet|Gateway|10.16.31.254|dev2-ext-uknc236-254.via.novonet
ukncsavhp236.via.novonet|Gateway|10.253.250.130|ukncsavhp236-admin.via.novonet
ukncsavhp236.via.novonet|NTP Server|10.16.30.96|
ukncsavhp236.via.novonet|Primary IP||ukncsavhp236.via.novonet
ukncsavhp237.via.novonet|Gateway|10.16.30.93|ukncsavhp237.via.novonet
ukncsavhp237.via.novonet|Gateway|10.253.250.129|ukncsavhp237-admin.via.novonet
ukncsavhp237.via.novonet|NTP Server|172.27.128.17|
ukncsavhp237.via.novonet|NTP Server|172.27.192.17|
ukncsavhp237.via.novonet|Primary IP||UKNCSAVHP237.VIA.NOVONET
ukncsavhp238.via.novonet|Gateway|10.14.252.220|ukncsavhp238-admin.via.novonet
ukncsavhp238.via.novonet|Gateway|10.15.170.145|ukncsavhp238.via.novonet
ukncsavhp238.via.novonet|NTP Server|172.27.128.17|
ukncsavhp238.via.novonet|NTP Server|172.27.192.17|
ukncsavhp238.via.novonet|Primary IP||ukncsavhp238.via.novonet
ukncsavhp239.via.novonet|Gateway|10.14.252.79|ukncsavhp239-admin.via.novonet
ukncsavhp239.via.novonet|Gateway|10.15.170.104|ukncsavhp239.via.novonet
ukncsavhp239.via.novonet|NTP Server|172.27.128.17|
ukncsavhp239.via.novonet|NTP Server|172.27.192.17|
ukncsavhp239.via.novonet|Primary IP||ukncsavhp239.via.novonet
ukncsavhp240.via.novonet|Primary IP||ukncsavhp240.via.novonet
ukncsavhp300.im.root-domain.net|Gateway|10.206.60.42|ukncsavhp300-brm
ukncsavhp300.im.root-domain.net|Gateway|10.206.60.43|aviadp1
