Full Node Name|Usage|Detailed Usage
notd007a.via.novonet|Messaging|Domino EX
notl001h.via.novonet|Messaging|
notl003m.via.novonet|Messaging|Domino EX
notl004m.via.novonet|Messaging|Domino EX
notl005m.via.novonet|Messaging|Domino EX
notl006m.via.novonet|Messaging|Domino EX
notl007m.via.novonet|Messaging|Domino EX
notl008m.via.novonet|Messaging|Domino EX
notl009m.via.novonet|Messaging|Domino EX
notl010m.via.novonet|Messaging|Domino EX
notl011m.via.novonet|Messaging|Domino EX
notl012m.via.novonet|Messaging|Domino EX
notl013m.via.novonet|Messaging|Domino EX
notl014m.via.novonet|Messaging|Domino EX
notl015m.via.novonet|Messaging|Domino Application
notl016m.via.novonet|Messaging|Domino Application
notl019m.via.novonet|Messaging|Domino EX
notl020m.via.novonet|Messaging|Domino EX
notl021a.via.novonet|Messaging|Domino Application
notl022a.via.novonet|Messaging|Domino Application
notl023a.via.novonet|Messaging|Domino EX
notl024a.via.novonet|Messaging|Domino EX
notl025a.via.novonet|Messaging|Domino Application
notl026a.via.novonet|Messaging|Domino Application
notl027a.via.novonet|Messaging|Domino Application
notl028a.via.novonet|Messaging|Domino Application
notl029a.via.novonet|Messaging|Domino EX
notl030a.via.novonet|Messaging|Domino EX
notl031r.via.novonet|Messaging|
notl032r.via.novonet|Messaging|Domino EX
notl033a.via.novonet|Messaging|Domino Application
notl034a.via.novonet|Firewall|
notl035g.via.novonet|Firewall|
notl036g.via.novonet|Messaging|
notl037m.via.novonet|Messaging|Domino EX
notl038m.via.novonet|Messaging|Domino EX
notl039m.via.novonet|Messaging|Domino EX
notl040m.via.novonet|Messaging|Domino EX
notl041m.via.novonet|Messaging|Domino EX
notl042m.via.novonet|Messaging|Domino EX
notl043m.via.novonet|Messaging|Domino EX
notl044m.via.novonet|Messaging|Domino EX
notl045a.via.novonet|Messaging|Domino EX
notl046a.via.novonet|Messaging|Domino EX
notl047a.via.novonet|Messaging|
notl048a.via.novonet|Messaging|
notl049m.via.novonet|Messaging|Domino EX
notl050m.via.novonet|Messaging|Domino EX
notl052g.via.novonet|Messaging|
notl053g.via.novonet|Messaging|
notl054a.via.novonet|Messaging|Domino EML
notl055a.via.novonet|Messaging|Domino EML
notl056a.via.novonet|Messaging|Domino EML
notl057a.via.novonet|Messaging|Domino EML
notl059a.via.novonet|Messaging|Domino EML
notl060a.via.novonet|Messaging|Domino EML
notl061a.via.novonet|Messaging|Domino EML
notl062a.via.novonet|Messaging|Domino Application
notl063m.via.novonet|Messaging|Domino EX
notl064m.via.novonet|Messaging|Domino EX
notl065m.via.novonet|Messaging|Domino EX
notl066m.via.novonet|Messaging|Domino EX
notl067m.via.novonet|Messaging|Domino EX
notl068m.via.novonet|Messaging|Domino EX
notl069m.via.novonet|Messaging|Domino EX
notl070m.via.novonet|Messaging|Domino EX
notl071a.via.novonet|Messaging|Domino EML
notl072a.via.novonet|Messaging|
notl073g.via.novonet|Messaging|
notl074g.via.novonet|Messaging|
notl075m.via.novonet|Messaging|
notl076m.via.novonet|Messaging|
notl077m.via.novonet|Messaging|
notl078m.via.novonet|Messaging|
notl079m.via.novonet|Messaging|Domino EX
notl080m.via.novonet|Messaging|Domino EX
notl081m.via.novonet|Messaging|Domino EX
notl082a.via.novonet|Messaging|
notl083a.via.novonet|Messaging|
notl084m.via.novonet|Messaging|Domino EX
notl085m.via.novonet|Messaging|Domino EX
notl086m.via.novonet|Messaging|Domino EX
notl087m.via.novonet|Messaging|Domino EX
notl088g.via.novonet|Messaging|
notl088h.via.novonet|Messaging|
notl089g.via.novonet|Messaging|
notl089h.via.novonet|Messaging|
notl090m.via.novonet|Messaging|Domino EML
nots001m.via.novonet|Messaging|
notu001a.via.novonet|Messaging|Domino EX
notu002a.via.novonet|Messaging|
nuas4001.via.novonet|Other|Midrange Host
nuas4001_p1.via.novonet|Other|AS400 Frame
nuas4001_p2.via.novonet|Other|AS400 Frame
nuas4001_p3.via.novonet|Other|AS400 Frame
nuas4002.via.novonet|Other|Midrange Host
nuas4002_p1.via.novonet|Other|AS400 Frame
nuas4002_p2.via.novonet|Other|AS400 Frame
nuas4002_p3.via.novonet|Other|AS400 Frame
nuas4002_p4.via.novonet|Other|AS400 Frame
nuas4002_p5.via.novonet|Other|AS400 Frame
nuas4002_p6.via.novonet|Other|AS400 Frame
nuas4002_p7.via.novonet|Other|AS400 Frame
nuas4002_p8.via.novonet|Other|AS400 Frame
nuidpsi1.via.novonet|Workflow Management|
nuidpsi2.via.novonet|Workflow Management|
nvdnt1za.ecs.com|Other|CIC2
nvdnt1zb.ecs.com|Other|CIC2
oasi0401.via.novonet|Business Application|
opaps601.via.novonet|Other|CIC2
opspres0.via.novonet|Other|Midrange Lpar
opspres1.via.novonet|Other|Midrange Lpar
osa2-ams1.via.novonet|Storage|
osa2-ams2.via.novonet|Storage|
osa2-r1.via.novonet|Storage|
osa2-r2.via.novonet|Storage|
osa2-uspv.via.novonet|Storage|
osa3-ams1.via.novonet|Storage|
osa3-ams2.via.novonet|Storage|
osa3-r1.via.novonet|Storage|
osa3-r2.via.novonet|Storage|
osa3-uspv.via.novonet|Storage|
osb2-ams1.via.novonet|Storage|
osb2-ams2.via.novonet|Storage|
osb2-r1.via.novonet|Storage|
osb2-r2.via.novonet|Storage|
osb2-uspv.via.novonet|Storage|
osb3-ams1.via.novonet|Storage|
osb3-ams2.via.novonet|Storage|
osb3-r1.via.novonet|Storage|
osb3-r2.via.novonet|Storage|
osb3-uspv.via.novonet|Storage|
osc2.via.novonet|Storage|
osc2_eva1.via.novonet|Storage|
osc2_l1.via.novonet|Storage|
osc2_l2.via.novonet|Storage|
osc2_msa.via.novonet|Storage|
osc2_r1.via.novonet|Storage|
osc2_r2.via.novonet|Storage|
osc3.via.novonet|Storage|
osc3_eva1.via.novonet|Storage|
osc3_l1.via.novonet|Storage|
osc3_l2.via.novonet|Storage|
osc3_msa.via.novonet|Storage|
osc3_r1.via.novonet|Storage|
osc3_r2.via.novonet|Storage|
osd2.via.novonet|Storage|
osd3.via.novonet|Storage|
osdc2c01.via.novonet|Storage|
osdc2c02.via.novonet|Storage|
osdc2c03.via.novonet|Storage|
osdc2c04.via.novonet|Storage|
osdc2c05.via.novonet|Storage|
osdc2c06.via.novonet|Storage|
osdc2c07.via.novonet|Storage|
osdc2c08.via.novonet|Storage|
osdc2e01.via.novonet|Storage|
osdc2e02.via.novonet|Storage|
osdc2e03.via.novonet|Storage|
osdc2e04.via.novonet|Storage|
osdc2e05.via.novonet|Storage|
osdc2e06.via.novonet|Storage|
osdc2e07.via.novonet|Storage|
osdc2e08.via.novonet|Storage|
osdc3c01.via.novonet|Storage|
osdc3c02.via.novonet|Storage|
osdc3c03.via.novonet|Storage|
osdc3c04.via.novonet|Storage|
osdc3e01.via.novonet|Storage|
osdc3e02.via.novonet|Storage|
osdc3e03.via.novonet|Storage|
osdc3e04.via.novonet|Storage|
ose2.via.novonet|Storage|
ose3.via.novonet|Storage|
osg2.via.novonet|Storage|
osms1c01.via.novonet|Storage|
osms1c02.via.novonet|Storage|
osms1e01.via.novonet|Storage|
osms1e02.via.novonet|Storage|
osms1e03.via.novonet|Storage|
osms1e04.via.novonet|Storage|
osms1e05.via.novonet|Storage|
osms1e06.via.novonet|Storage|
osr1-ams1.via.novonet|Storage|
osrac02.via.novonet|Storage|
osrac03.via.novonet|Storage|
owlbld2.via.novonet|Other|Midrange Lpar
paviatsmcl1 cluster.via.novonet|Other|Midrange Cluster
paviatsmcl2 cluster.via.novonet|Other|Midrange Cluster
paviatsmcl3 cluster.via.novonet|Other|Midrange Cluster
paviatsmcl4 cluster.via.novonet|Other|Midrange Cluster
paviatsmcl5 cluster.via.novonet|Other|Midrange Cluster
payd1.via.novonet|Other|Midrange Host
payd2.via.novonet|Other|Midrange Host
pepe.via.novonet|Other|Midrange Lpar
pexp.via.novonet|Other|Mainframe Lpar
pinatubo.via.novonet|Other|Midrange Lpar
plutonium1.via.novonet|Other|Midrange Host
plutonium2.via.novonet|Other|Midrange Host
pnp1.via.novonet|Other|Mainframe Lpar
prnl004s.via.novonet|Other|Print
prnl014s.via.novonet|Other|Print
prnl015s.via.novonet|Other|Print
prnl019s.via.novonet|Other|Print
prnl030s.via.novonet|Other|Print
prnl035s.via.novonet|Other|Print
prnl036s.via.novonet|Other|Print
prnl037s.via.novonet|Other|Print
prnl038s.via.novonet|Other|Print
prnl045a.via.novonet|Printing|
prnl052a.via.novonet|Printing|
prnl059a.via.novonet|Printing|
prnl061a.via.novonet|Printing|
prnl067s.via.novonet|Other|Print
prnl068s.via.novonet|Other|Print
proj0101.via.novonet|Other|Build Server
proxy01.ecs.com|Other|CIC2
proxy02.ecs.com|Other|CIC2
prxa001t.via.novonet|Other|CIC2
prxd001t.via.novonet|Other|CIC2
prxl001t.via.novonet|Business Application|
prxl002t.via.novonet|Business Application|
prxl003t.via.novonet|Business Application|
prxl004t.via.novonet|Business Application|
prxp001t.via.novonet|Business Application|
prxp002t.via.novonet|Business Application|
prxp003t.via.novonet|Business Application|
prxp004t.via.novonet|Firewall|
prxs001e.ecs.com|Other|CIC2
prxs001t.via.novonet|Other|CIC2
prxu002t.via.novonet|Business Application|
ptpvts2.via.novonet|Backup Management|
pzd2.via.novonet|Other|Mainframe Lpar
pzr1.via.novonet|Other|Mainframe Lpar
pzy1.via.novonet|Other|Mainframe Lpar
qs_chassis_15.via.novonet|Other|Blade Chassis
qs_chassis_19.via.novonet|Other|Blade Chassis
qs_chassis_20.via.novonet|Other|Blade Chassis
qs_chassis_21.via.novonet|Other|Blade Chassis
racalt03.via.novonet|Other|CIC4
rachel.via.novonet|Other|Midrange Host
rad cluster.via.novonet|Other|Midrange Cluster
radd007r.via.novonet|Infrastructure Application|
radl001m.via.novonet|Infrastructure Application|
radl001r.via.novonet|Infrastructure Application|
radl002r.via.novonet|Infrastructure Application|
radl003r.via.novonet|Infrastructure Application|
radl004p.via.novonet|Infrastructure Application|
radl005i.via.novonet|Infrastructure Application|
radl006r.via.novonet|Infrastructure Application|
radl010r.via.novonet|Infrastructure Application|
radl013r.via.novonet|Infrastructure Application|
radl015r.via.novonet|Infrastructure Application|
radl301a.via.novonet|Infrastructure Application|
radl369a.via.novonet|Infrastructure Application|
rads006r.via.novonet|Infrastructure Application|
randd.via.novonet|Other|AS400
rdsl001a.via.novonet|Other|C&W
rdsl002a.via.novonet|Other|C&W
remc1.via.novonet|Other|Mainframe Lpar
remc7.via.novonet|Other|Mainframe Lpar
remd1.via.novonet|Other|Mainframe Lpar
remd8.via.novonet|Other|Mainframe Lpar
remote0.via.novonet|Other|Midrange Lpar
remote1.via.novonet|Other|Midrange Lpar
remote10.via.novonet|Other|Midrange Lpar
remote11.via.novonet|Other|Midrange Lpar
remote12.via.novonet|Other|Midrange Lpar
remote13.via.novonet|Other|Midrange Lpar
remote2.via.novonet|Other|Midrange Lpar
remote3.via.novonet|Other|Midrange Lpar
remote4.via.novonet|Other|Midrange Lpar
remote5.via.novonet|Other|Midrange Lpar
remote6.via.novonet|Other|Midrange Lpar
remote7.via.novonet|Other|Midrange Lpar
remote8.via.novonet|Other|Midrange Lpar
remote9.via.novonet|Other|Midrange Lpar
robo1-fr1-dr0.via.novonet|Backup Management|
robo1-fr1-dr1.via.novonet|Backup Management|
robo1-fr1-dr2.via.novonet|Backup Management|
robo1-fr1-dr3.via.novonet|Backup Management|
robo1-fr1-dr4.via.novonet|Backup Management|
robo1-fr1-dr5.via.novonet|Backup Management|
robo1-fr4-dr0.via.novonet|Backup Management|
robo1-fr4-dr1.via.novonet|Backup Management|
robo1-fr8-dr0.via.novonet|Backup Management|
robo1-fr8-dr1.via.novonet|Backup Management|
robo1-fr8-dr2.via.novonet|Backup Management|
robo1-fr8-dr3.via.novonet|Backup Management|
robo1-frame0.via.novonet|Backup Management|
robo1-frame1.via.novonet|Backup Management|
robo1-frame10.via.novonet|Backup Management|
robo1-frame11.via.novonet|Backup Management|
robo1-frame12.via.novonet|Backup Management|
robo1-frame13.via.novonet|Backup Management|
robo1-frame14.via.novonet|Backup Management|
robo1-frame15.via.novonet|Backup Management|
robo1-frame2.via.novonet|Backup Management|
robo1-frame3.via.novonet|Backup Management|
robo1-frame4.via.novonet|Backup Management|
robo1-frame5.via.novonet|Backup Management|
robo1-frame6.via.novonet|Backup Management|
robo1-frame7.via.novonet|Backup Management|
robo1-frame8.via.novonet|Backup Management|
robo1-frame9.via.novonet|Backup Management|
robo1-vts.via.novonet|Backup Management|
robo1.via.novonet|Backup Management|
robo11-fr2-ctl.via.novonet|Storage|
robo11-fr5-ctl.via.novonet|Storage|
robo11-fr6-ctl.via.novonet|Storage|
robo12-fr4-ctl.via.novonet|Storage|
robo12-fr5-ctl.via.novonet|Storage|
robo12-fr6-ctl.via.novonet|Storage|
robo12-fr7-ctl.via.novonet|Storage|
robo12-fr8-ctl.via.novonet|Storage|
robo12-fr9-ctl.via.novonet|Storage|
robo2-fr1-dr0.via.novonet|Backup Management|
robo2-fr1-dr1.via.novonet|Backup Management|
robo2-fr1-dr2.via.novonet|Backup Management|
robo2-fr1-dr3.via.novonet|Backup Management|
robo2-fr1-dr4.via.novonet|Backup Management|
robo2-fr1-dr5.via.novonet|Backup Management|
robo2-fr3-dr0.via.novonet|Backup Management|
robo2-fr3-dr1.via.novonet|Backup Management|
robo2-fr8-dr0.via.novonet|Backup Management|
robo2-fr8-dr1.via.novonet|Backup Management|
robo2-fr8-dr2.via.novonet|Backup Management|
robo2-fr8-dr3.via.novonet|Backup Management|
robo2-frame0.via.novonet|Backup Management|
robo2-frame1.via.novonet|Backup Management|
robo2-frame10.via.novonet|Backup Management|
robo2-frame11.via.novonet|Backup Management|
robo2-frame12.via.novonet|Backup Management|
robo2-frame13.via.novonet|Backup Management|
robo2-frame14.via.novonet|Backup Management|
robo2-frame15.via.novonet|Backup Management|
robo2-frame2.via.novonet|Backup Management|
robo2-frame3.via.novonet|Backup Management|
robo2-frame4.via.novonet|Backup Management|
robo2-frame5.via.novonet|Backup Management|
robo2-frame6.via.novonet|Backup Management|
robo2-frame7.via.novonet|Backup Management|
robo2-frame8.via.novonet|Backup Management|
robo2-frame9.via.novonet|Backup Management|
robo2-vts.via.novonet|Backup Management|
robo2.via.novonet|Backup Management|
robo22.via.novonet|Backup Management|
robo23.via.novonet|Backup Management|
robo3.via.novonet|Backup Management|
robo4.via.novonet|Backup Management|
robo9-drive10.via.novonet|Backup Management|
robo9-drive11.via.novonet|Backup Management|
robo9-drive12.via.novonet|Backup Management|
robo9-drive13.via.novonet|Backup Management|
robo9-drive14.via.novonet|Backup Management|
robo9-drive15.via.novonet|Backup Management|
robo9-drive16.via.novonet|Backup Management|
robo9-drive9.via.novonet|Backup Management|
robo9.via.novonet|Backup Management|
rodney.via.novonet|Other|Midrange Host
rowlf.via.novonet|Other|Midrange Lpar
rptl001p.via.novonet|Infrastructure Application|
rptl002p.via.novonet|Web Hosting|
rpts001c.via.novonet|Web Hosting|
rwsl005a.via.novonet|Infrastructure Application|
rwsl006a.via.novonet|Infrastructure Application|
rwsl007a.via.novonet|Infrastructure Application|
rwsl008a.via.novonet|Infrastructure Application|
rwsl009a.via.novonet|Business Application|
rwsl010a.via.novonet|Infrastructure Application|
rwsl011a.via.novonet|Infrastructure Application|
rwsl012a.via.novonet|Infrastructure Application|
rwsl013a.via.novonet|Infrastructure Application|
rwsl014a.via.novonet|Infrastructure Application|
saddv9ae.via.novonet|Business Application|
sadnu1sa.via.novonet|Firewall|
sadnu9ad.via.novonet|Business Application|
safps2.via.novonet|Other|Midrange Lpar
salnu1fb.via.novonet|Business Application|
salnu1sb.via.novonet|Messaging|
salnu1sf.via.novonet|Business Application|
salnu1za.via.novonet|Business Application|
salnu1zh.via.novonet|Business Application|
salnu1zl.error.com|Business Application|
salnu1zm.via.novonet|Messaging|
salnu1zq.via.novonet|Business Application|
salnu3hb.via.novonet|Business Application|
salnu3nb.via.novonet|Business Application|
salnu3nc.via.novonet|Business Application|
salnu3xa.via.novonet|Business Application|
salnu9af.via.novonet|Business Application|
salnu9ag.via.novonet|Business Application|
salnu9ah.via.novonet|Business Application|
salnu9ai.via.novonet|Business Application|
salnu9bl.via.novonet|Business Application|
salnu9bm.via.novonet|Business Application|
salnu9bo.via.novonet|Business Application|
samda01.ecs.com|Other|CIC2
samdc01.ecs.com|Other|CIC2
samdc02.ecs.com|Other|CIC2
samdd01.ecs.com|Business Application|
samdd02.ecs.com|Business Application|
samdl01.ecs.com|Business Application|
samdl02.ecs.com|Business Application|
samdp01.ecs.com|Business Application|
samdp02.ecs.com|Business Application|
samds01.ecs.com|Other|CIC2
sampa01.ecs.com|Other|CIC2
sampc01.ecs.com|Other|CIC2
sampd01.ecs.com|Other|CIC2
sampd02.ecs.com|Business Application|
samps01.ecs.com|Other|CIC2
samra01.ecs.com|Other|CIC2
samrc01.ecs.com|Other|CIC2
samrc02.ecs.com|Other|CIC2
samrl01.ecs.com|Business Application|
samrl02.ecs.com|Business Application|
samrp01.ecs.com|Business Application|
samrp02.ecs.com|Business Application|
samrs01.ecs.com|Other|CIC2
samwa01.ecs.com|Other|CIC2
samwc01.ecs.com|Other|CIC2
samws01.ecs.com|Other|CIC2
sapnu3ha.via.novonet|Business Application|
sapnu3na.via.novonet|Business Application|
saps0101.via.novonet|Business Application|
saps0701.via.novonet|Business Application|
saps0702.via.novonet|Business Application|
sasapp cluster.via.novonet|Other|Midrange Cluster
sasappp01.via.novonet|Other|Midrange Lpar
sasappp02.via.novonet|Other|Midrange Lpar
sasnu9ab.via.novonet|Business Application|
sbabhsml01.via.novonet|Business Application|
sbabhsml02.error.com|Business Application|Pathfinder NS
sbabhsmp01.error.com|Business Application|Pathfinder NS
sbc220.via.novonet|Other|Blade Chassis
sbc234.via.novonet|Other|Blade Chassis
sbc235.via.novonet|Other|Blade Chassis
sbc319.via.novonet|Other|Blade Chassis
sbc330.via.novonet|Other|Blade Chassis
scafell.via.novonet|Other|Midrange Lpar
sccl101c.via.novonet|Infrastructure Application|
sccl101w.via.novonet|Infrastructure Application|
sccl201m.via.novonet|Infrastructure Application|
sccl201p.via.novonet|Infrastructure Application|
sccl201w.via.novonet|Infrastructure Application|
sccl202p.ecs.com|Infrastructure Application|
sccl204p.via.novonet|Infrastructure Application|
sccl205p.ecs.com|Infrastructure Application|
sccp203p.via.novonet|Infrastructure Application|
scmad601.ecs.com|Other|CIC2
scmad602.ecs.com|Other|CIC2
scvxl01.ecs.com|Business Application|
scvxl02.ecs.com|Business Application|
sdomd03.ecs.com|Other|CIC2
sdomd04.ecs.com|Other|CIC2
sdoml201.ecs.com|Business Application|
sdoml202.ecs.com|Business Application|
sdomp401.ecs.com|Business Application|
sdomp402.ecs.com|Business Application|
sdupl01.ecs.com|Business Application|
sdupl02.ecs.com|Business Application|
sdupp01.ecs.com|Business Application|
sdupp02.ecs.com|Business Application|
sdups02.error.com|Business Application|Pathfinder NS
sdusl01.ecs.com|Business Application|
sdusl02.ecs.com|Business Application|
sdusp01.ecs.com|Business Application|
sdusp02.ecs.com|Business Application|
sduss02.ecs.com|Business Application|
secol98.ecs.com|Business Application|
seddd02.ecs.com|Other|CIC2
sems01p.via.novonet|Other|Midrange Lpar
sems02p.via.novonet|Other|Midrange Lpar
sems03p.via.novonet|Other|Midrange Lpar
senmds01.via.novonet|Storage|
senmds02.via.novonet|Storage|
sepl201w.ecs.com|Business Application|
sepl202w.ecs.com|Business Application|
sepp401w.ecs.com|Business Application|
sepp402w.ecs.com|Business Application|
sepw501w.ecs.com|Business Application|
sgitsavia001.im.root-domain.net|Infrastructure Application|
sgitsaviadtd001.im.root-domain.net|Storage|
sgwha01.ecs.com|Other|CIC2
sgwhc01.ecs.com|Other|CIC2
sgwhd02.ecs.com|Other|CIC2
sgwhs01.ecs.com|Other|CIC2
sgwhs02.ecs.com|Other|CIC2
shcsl201.ecs.com|Business Application|
shcsl202.ecs.com|Business Application|
shcsl203.ecs.com|Business Application|
shcsl204.ecs.com|Business Application|
shcsl211.ecs.com|Business Application|
shcsp401.ecs.com|Business Application|
shcsp402.ecs.com|Business Application|
sidel05.error.com|Business Application|Pathfinder
siicu02.ecs.com|Business Application|
silverstone.via.novonet|Other|Midrange Lpar
simgd02.error.com|Other|CIC2
slcol01.ecs.com|Other|CIC2
slcos01.ecs.com|Other|CIC2
slfppd01.via.novonet|Other|CIC2
slftd01.error.com|Business Application|
slftd02.error.com|Business Application|Pathfinder NS
slftl01.ecs.com|Business Application|
slftl02.ecs.com|Business Application|
slftp01.ecs.com|Business Application|
slftp02.ecs.com|Business Application|
slmbad01.via.novonet|Other|CIC2
slphpd01.via.novonet|Other|CIC2
slpvcd01.via.novonet|Other|CIC2
slrmid01.via.novonet|Other|CIC2
sltss01.ecs.com|Other|CIC2
smartstream cluster.via.novonet|Other|Midrange Cluster
smial02.via.novonet|Other|Midrange Lpar
smpfl02.ecs.com|Business Application|Pathfinder NS
smpfl04.ecs.com|Business Application|Pathfinder NS
smpfl06.ecs.com|Business Application|Pathfinder NS
smpfp01.ecs.com|Business Application|
smpfp03.ecs.com|Business Application|
smpwl02.ecs.com|Business Application|Pathfinder NS
smpwl04.ecs.com|Business Application|Pathfinder NS
smpwp01.ecs.com|Business Application|
snal0101.via.novonet|Messaging|
snlod01.ecs.com|Other|CIC2
snovl03.ecs.com|Infrastructure Application|
snovp03.ecs.com|Infrastructure Application|
snovs02.via.novonet|Infrastructure Application|
snovu03.ecs.com|Infrastructure Application|
snovx01.ecs.com|Infrastructure Application|
snovx02.ecs.com|Business Application|
snqwl12.via.novonet|Other|Midrange Lpar
snth2si1.error.com|Infrastructure Application|
snth2si2.error.com|Infrastructure Application|
snth2si3.error.com|Infrastructure Application|
snudd701.via.novonet|Other|CIC2
snudl50.ecs.com|Business Application|
snudl51.ecs.com|Business Application|
snudl52.error.com|Business Application|Pathfinder NS
snudl95.error.com|Business Application|
snudp50.ecs.com|Business Application|
snudp51.ecs.com|Business Application|
speedwell.via.novonet|Other|Midrange Lpar
spinb.via.novonet|Other|Midrange Lpar
spinc.via.novonet|Other|Midrange Lpar
spold07.ecs.com|Other|CIC2
spold08.ecs.com|Other|CIC2
spoxl02.ecs.com|Business Application|Pathfinder NS
spoxl04.ecs.com|Business Application|Pathfinder NS
spring1.via.novonet|Other|Midrange Host
spring2.via.novonet|Other|Midrange Host
sprite.via.novonet|Other|Midrange Lpar
sqld005c.via.novonet|Database|SQL
sqld405a.via.novonet|Database|SQL
sqldcic1.via1.novonet|Other|CIC2
sqll001m.via.novonet|Database|SQL
sqll002p.via.novonet|Database|SQL
sqll003p.via.novonet|Database|SQL
sqll009p.via.novonet|Database|SQL
sqll010p.via.novonet|Database|SQL
sqll011p.via.novonet|Database|SQL
sqll013p.via.novonet|Database|SQL
sqll015g.via.novonet|Database|SQL
sqll021a.via.novonet|Database|SQL
sqll022a.via.novonet|Database|SQL
sqll029p.via.novonet|Database|SQL
sqll030p.via.novonet|Database|SQL
sqll032p.via.novonet|Database|SQL
sqll033p.via.novonet|Database|SQL
sqll034p.via.novonet|Database|SQL
sqll037p.via.novonet|Database|SQL
sqll038p.via.novonet|Database|SQL
sqll044p.via.novonet|Database|SQL
sqll045p.via.novonet|Database|SQL
sqll046m.via.novonet|Database|SQL
sqll047p.via.novonet|Database|SQL
sqll048g.via.novonet|Database|SQL
sqll049p.via.novonet|Database|SQL
sqll050p.via.novonet|Database|SQL
sqll054p.via.novonet|Database|SQL
sqll055p.via.novonet|Database|SQL
sqll057p.via.novonet|Database|SQL
sqll058p.via.novonet|Database|SQL
sqll059p.via.novonet|Database|SQL
sqll060p.via.novonet|Database|SQL
sqll061p.via.novonet|Database|SQL
sqll067iv.via.novonet|Database|SQL
sqll204a.via.novonet|Database|SQL
sqlm001c.via.novonet|Database|SQL
sqlm002c.via.novonet|Database|SQL
sqlp001c.via.novonet|Database|SQL
sqlp006p.via1.novonet|Other|CIC4
sqls001c.via.novonet|Database|SQL
sqls002c.via.novonet|Database|SQL
sqls004c.via.novonet|Database|SQL
sqls006c.via.novonet|Database|SQL
sqlu001c.via.novonet|Database|SQL
srhct601.via.novonet|Other|CIC2
srim8137.im.root-domain.net|Directory Services|
srim8138.im.root-domain.net|Directory Services|
srim8188.im.root-domain.net|Directory Services|
srim8190.im.root-domain.net|Directory Services|
srim8191.im.root-domain.net|Directory Services|
ssqlp27.ecs.com|Database|SQL
ssqmx03.ecs.com|Infrastructure Application|
ssrad601.via.novonet|Other|CIC2
stadler.via.novonet|Other|Midrange Lpar
stingray.via.novonet|Other|Midrange Lpar
stxwd05.ecs.com|Other|CIC2
stxwd08.ecs.com|Other|CIC2
stxwd10.ecs.com|Other|CIC2
suggs.via.novonet|Other|Midrange Lpar
superd02.via.novonet|Other|Midrange Host
sussvr01.ecs.com|Other|CIC2
sv000191.via.novonet|Business Application|
sv000453.via.novonet|Other|Blade Chassis
sv000457.via.novonet|Other|Blade Chassis
sv002098.via.novonet|Other|Midrange Host
sv002405.via.novonet|Other|Blade Chassis
swpdub01adcp01.im.root-domain.net|Directory Services|
swpdub01filp01.im.root-domain.net|Other|Data Warehouse
swpdxb01adcp01.im.root-domain.net|Directory Services|
swpdxb01filp01.im.root-domain.net|Other|Data Warehouse
swpfra01adcp01.im.root-domain.net|Directory Services|
swpfra01filp01.im.root-domain.net|Other|Data Warehouse
swplon01adcp01.im.root-domain.net|Directory Services|
swplon01adcp02.im.root-domain.net|Directory Services|
swplon01appp02.im.root-domain.net|Business Application|
swplon01appp48.im.root-domain.net|Infrastructure Application|
swplon01prnp05.im.root-domain.net|Other|Print
swplon01prnp06.im.root-domain.net|Other|Print
swplon01symp01.im.root-domain.net|Business Application|
swplon04prnp01.im.root-domain.net|Other|Print
swplon05prnp01.im.root-domain.net|Printing|
swppar01adcp01.im.root-domain.net|Directory Services|
swppar02adcp01.im.root-domain.net|Directory Services|
swpsgp01prnp01.im.root-domain.net|Other|Print
swpsin01adcp01.im.root-domain.net|Directory Services|
swpsin01adcp02.im.root-domain.net|Directory Services|
swpsin01cnsp01.im.root-domain.net|Directory Services|
swpsin01cnsp02.im.root-domain.net|Directory Services|
swpsin01iisp02.im.root-domain.net|Web Hosting|
swpsin01sqlp01.im.root-domain.net|Database|
swpsin01sqlp02.im.root-domain.net|Database|
swpsin01symp01.im.root-domain.net|Database|
swpsin01symp02.im.root-domain.net|Database|
swpsin01symp03.im.root-domain.net|Database|
swpsin01symp04.im.root-domain.net|Directory Services|
swpsin01symp05.im.root-domain.net|Directory Services|
swpsin01symp06.im.root-domain.net|Web Hosting|
swpsyd01adcp01.im.root-domain.net|Directory Services|
swpsyd01filp01.im.root-domain.net|File|
swptpe01adcp01.im.root-domain.net|Directory Services|
swptpe01filp01.im.root-domain.net|Other|Data Warehouse
swpzrh01adcp01.im.root-domain.net|Directory Services|
swpzrh01filp01.im.root-domain.net|Other|Data Warehouse
sys_mgt cluster.via.novonet|Other|Midrange Cluster
sysc.via.novonet|Other|Mainframe Host
sysd.via.novonet|Other|Mainframe Host
syse.via.novonet|Other|Mainframe Host
sysf.via.novonet|Other|Mainframe Host
tama001e.ecs.com|Other|CIC2
tamd001e.ecs.com|Other|CIC2
taml200a.ecs.com|Business Application|
taml200e.ecs.com|Business Application|
taml200p.ecs.com|Business Application|
taml200r.ecs.com|Business Application|
taml200w.ecs.com|Business Application|
taml201a.via.novonet|Business Application|
taml201e.ecs.com|Business Application|
taml201p.ecs.com|Business Application|
taml201r.ecs.com|Business Application|
taml201w.ecs.com|Business Application|
tamp400a.ecs.com|Business Application|
tamp400e.ecs.com|Business Application|
tamp400p.ecs.com|Business Application|
tamp400r.ecs.com|Business Application|
tamp400w.ecs.com|Business Application|
