Solution Name|Instance System Name|Instance Solution Name|Instance Name
aviva uk:customer portal prv hps|wbslp01.via.novonet|tivoli access manager - webseal|uklcp_pvw_ex_#wbslp01
aviva uk:customer portal prv hps|wbslp03.via.novonet|tivoli access manager - webseal|uklcp_pvw_ex_#wbslp03
aviva uk:customer portal prv hps|ukncsaviv201.via.novonet|websphere portal|uklcp_pvw_wp-dmgr
aviva uk:customer portal prv hpp|wbihsp99.via.novonet|websphere http server instance|uklcp_pvw_wp_http1
aviva uk:customer portal prv hps|ukncsaviv201.via.novonet|websphere portal|uklcp_pvw_wp_por_c1_s1
aviva uk:customer portal prv hps|ukncsaviv201.via.novonet|websphere portal|uklcp_pvw_wp_pse_c1_s1
aviva uk:customer portal prv hps|ukncsaviv201.via.novonet|websphere portal|uklcp_pvw_wp_was_c1_s1
aviva uk:customer portal sit hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklcp_sit_ex_#c121
aviva uk:customer portal sit hps|ukncsaviv111.via.novonet|websphere portal|uklcp_sit_wp-dmgr
aviva uk:customer portal sit hps|ukncsaviv111.via.novonet|websphere http server instance|uklcp_sit_wp_http1
aviva uk:customer portal sit hps|ukncsaviv111.via.novonet|websphere portal|uklcp_sit_wp_por_c1_s1
aviva uk:customer portal sit hps|ukncsaviv111.via.novonet|websphere portal|uklcp_sit_wp_pse_c1_s1
aviva uk:customer portal sit hps|ukncsaviv111.via.novonet|websphere portal|uklcp_sit_wp_was_c1_s1
aviva uk:customer portal tst hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklcp_sys_ex_#c121
aviva uk:customer portal tst hpb|ukncsavhp236.via.novonet|tivoli access manager - webseal|uklcp_sys_ex_#c236
aviva uk:customer portal tst hps|uknwsaviv121.via.novonet|tivoli access manager - webseal|uklcp_sys_ex_#w121
aviva uk:customer portal tst hps|ukncsaviv123.via.novonet|websphere portal|uklcp_sys_wp-dmgr
aviva uk:customer portal tst hps|ukncsaviv123.via.novonet|websphere http server instance|uklcp_sys_wp_http1
aviva uk:customer portal tst hps|ukncsaviv123.via.novonet|websphere portal|uklcp_sys_wp_por_c1_s1
aviva uk:customer portal tst hps|ukncsaviv123.via.novonet|websphere portal|uklcp_sys_wp_pse_c1_s1
aviva uk:customer portal tst hps|ukncsaviv123.via.novonet|websphere portal|uklcp_sys_wp_was_c1_s1
aviva uk:customer portal uat hps|wbslu02.via.novonet|tivoli access manager - webseal|uklcp_uat2_uat_ex_#wbslu02
aviva uk:customer portal uat hps|uknwsavhp237.via.novonet|tivoli access manager - webseal|uklcp_uat_ex_#w237
aviva uk:customer portal uat hps|wbslu02.via.novonet|tivoli access manager - webseal|uklcp_uat_ex_#wbslu02
aviva uk:customer portal uat hps|uknwsaviv140.via.novonet|websphere portal|uklcp_uat_wp-dmgr
aviva uk:customer portal uat hps|uknwsaviv140.via.novonet|websphere http server instance|uklcp_uat_wp_http1
aviva uk:customer portal uat hps|uknwsaviv140.via.novonet|websphere portal|uklcp_uat_wp_por_c1_s1
aviva uk:customer portal uat hps|uknwsaviv140.via.novonet|websphere portal|uklcp_uat_wp_pse_c1_s1
aviva uk:customer portal uat hps|uknwsaviv140.via.novonet|websphere portal|uklcp_uat_wp_was_c1_s1
aviva uk:cvh dev hps|uknwsaviv121.via.novonet|tivoli access manager - webseal|uklcvh_dev_in_#w121
aviva uk:cvh pre hpg|ukncsaviv152.via.novonet|tivoli access manager - webseal|uklcvh_ppd_in_#c152
aviva uk:cvh pre hpg|ukncsaviv178.via.novonet|tivoli access manager - webseal|uklcvh_ppd_in_#c178
aviva uk:cvh pre hpg|uknwsaviv152.via.novonet|tivoli access manager - webseal|uklcvh_ppd_in_#w152
aviva uk:cvh pre hpg|uknwsaviv178.via.novonet|tivoli access manager - webseal|uklcvh_ppd_in_#w178
aviva uk:cvh prd hpg|ukncsaviv158.via.novonet|tivoli access manager - webseal|uklcvh_prd_in_#c158
aviva uk:cvh prd hpg|uknwsaviv158.via.novonet|tivoli access manager - webseal|uklcvh_prd_in_#w158
aviva uk:cvh prd hpg|uknwsaviv159.via.novonet|tivoli access manager - webseal|uklcvh_prd_in_#w159
aviva uk:cvh prv hpg|ukncsaviv158.via.novonet|tivoli access manager - webseal|uklcvh_pvw_in_#c158
aviva uk:cvh prv hpg|uknwsaviv159.via.novonet|tivoli access manager - webseal|uklcvh_pvw_in_#w159
aviva uk:cvh sit hpg|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklcvh_sit_in_#c121
aviva uk:cvh tst hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklcvh_sys_in_#c121
aviva uk:cvh uat hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklcvh_uat_in_#c121
aviva uk:workplace savings hub (sso) dev hps|uknwsaviv121.via.novonet|tivoli access manager - webseal|uklhb1_dev_ex_#w121
aviva uk:workplace savings hub (sso) dev hpb|uknwsavhp236.via.novonet|tivoli access manager - webseal|uklhb1_dev_ex_#w236
aviva uk:workplace savings hub (sso) sit hpb|ukncsavhp235.via.novonet|tivoli access manager - webseal|uklhb1_sit_ex_#c235
aviva uk:workplace savings hub (sso) tst hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklhb1_sys_ex_#c121
aviva uk:workplace savings hub (sso) tst hpb|ukncsavhp236.via.novonet|tivoli access manager - webseal|uklhb1_sys_ex_#c236
aviva uk:workplace savings hub (sso) uat hpb|uknwsavhp237.via.novonet|tivoli access manager - webseal|uklhb1_uat_ex_#w237
aviva uk:investment & protection esb (ukl) dev hps|uknwsaviv201.via.novonet|websphere esb|uklinv_dev1_esb-dmgr
aviva uk:investment & protection esb (ukl) dev hps|uknwsaviv201.via.novonet|websphere esb|uklinv_dev1_esb_app_c1.uklinv_dev1_esb_n1.0
aviva uk:investment & protection esb (ukl) dev hps|uknwsaviv201.via.novonet|websphere http server instance|uklinv_dev1_esb_http1
aviva uk:investment & protection esb (ukl) dev hps|uknwsaviv201.via.novonet|websphere esb|uklinv_dev1_esb_me_c1.uklinv_dev1_esb_n1.0
aviva uk:investment & protection wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere process server|uklinv_dev1_wps-dmgr
aviva uk:investment & protection wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere process server|uklinv_dev1_wps_bpc_c1.uklinv_dev1_wps_n1.0
aviva uk:investment & protection wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere http server instance|uklinv_dev1_wps_http
aviva uk:investment & protection wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere process server|uklinv_dev1_wps_me_c1.uklinv_dev1_wps_n1.0
aviva uk:investment & protection wps (ukl) dev hps|uknwsaviv201.via.novonet|websphere process server|uklinv_dev1_wps_sup_c1.uklinv_dev1_wps_n1.0
aviva uk:investment & protection esb (ukl) dev hpb|uknwsavix314.via.novonet|websphere esb|uklinv_dev_psr701-dmgr
aviva uk:investment & protection esb (ukl) dev hpb|uknwsavix314.via.novonet|websphere esb|uklinv_dev_psr701_app_c1_s1
aviva uk:investment & protection esb (ukl) dev hpb|uknwsavix314.via.novonet|websphere http server instance|uklinv_dev_psr701_http1
aviva uk:investment & protection esb (ukl) dev hpb|uknwsavix314.via.novonet|websphere esb|uklinv_dev_psr701_me_c1_s1
aviva uk:investment & protection esb (ukl) pre hpg|ukhacn10 cluster.via.novonet|websphere esb|uklinv_pp_esb1-dmgr
aviva uk:investment & protection esb (ukl) pre hpg|ukhacn10 cluster.via.novonet|websphere esb|uklinv_pp_esb2-dmgr
aviva uk:investment & protection wps (ukl) pre hpg|ukhacn10 cluster.via.novonet|websphere process server|uklinv_pp_wps-dmgr
aviva uk:investment & protection wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklinv_pp_wps_bpc_c1.uklinv_pp_wps_n1.0
aviva uk:investment & protection wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklinv_pp_wps_bpc_c1.uklinv_pp_wps_n2.0
aviva uk:investment & protection wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklinv_pp_wps_me_c1.uklinv_pp_wps_n1.0
aviva uk:investment & protection wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklinv_pp_wps_me_c1.uklinv_pp_wps_n2.0
aviva uk:investment & protection wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklinv_pp_wps_sup_c1.uklinv_pp_wps_n1.0
aviva uk:investment & protection wps (ukl) pre hpg|ukhacn18 cluster.via.novonet|websphere process server|uklinv_pp_wps_sup_c1.uklinv_pp_wps_n2.0
aviva uk:investment & protection esb (ukl) prv hps|uknwsaviv366.via.novonet|websphere esb|uklinv_pvw2_esb-dmgr
aviva uk:investment & protection esb (ukl) prv hps|uknwsaviv366.via.novonet|websphere esb|uklinv_pvw2_esb_app_c1.uklinv_pvw2_esb_n1.0
aviva uk:investment & protection esb (ukl) prv hps|uknwsaviv366.via.novonet|websphere http server instance|uklinv_pvw2_esb_http
aviva uk:investment & protection esb (ukl) prv hps|uknwsaviv366.via.novonet|websphere esb|uklinv_pvw2_esb_me_c1.uklinv_pvw2_esb_n1.0
aviva uk:investment & protection wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere process server|uklinv_pvw2_wps-dmgr
aviva uk:investment & protection wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere process server|uklinv_pvw2_wps_bpc_c1.uklinv_pvw2_wps_n1.0
aviva uk:investment & protection wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere http server instance|uklinv_pvw2_wps_http
aviva uk:investment & protection wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere process server|uklinv_pvw2_wps_me_c1.uklinv_pvw2_wps_n1.0
aviva uk:investment & protection wps (ukl) prv hps|uknwsaviv367.via.novonet|websphere process server|uklinv_pvw2_wps_sup_c1.uklinv_pvw2_wps_n1.0
aviva uk:investment & protection wps (ukl) prv hps|ukncsaviv203.via.novonet|websphere process server|uklinv_pvw_wps-dmgr
aviva uk:investment & protection wps (ukl) prv hps|ukncsaviv203.via.novonet|websphere http server instance|uklinv_pvw_wps_http
aviva uk:investment & protection wps (ukl) prv hps|ukncsaviv203.via.novonet|websphere process server|uklinv_pvw_wps_me_c1.uklinv_pvw_wps_n1.0
aviva uk:investment & protection wps (ukl) prv hps|ukncsaviv203.via.novonet|websphere process server|uklinv_pvw_wps_sup_c1.uklinv_pvw_wps_n1.0
aviva uk:investment & protection esb (ukl) sit hps|ukncsaviv112.via.novonet|websphere esb|uklinv_sit_esb-dmgr
aviva uk:investment & protection esb (ukl) sit hps|ukncsaviv112.via.novonet|websphere http server instance|uklinv_sit_esb_http1
aviva uk:investment & protection esb (ukl) sit hps|ukncsaviv112.via.novonet|websphere esb|uklinv_sit_esb_me_c1.uklinv_sit_esb_n1.0
aviva uk:investment & protection esb (ukl) sit hpb|ukncsavix308.via.novonet|websphere esb|uklinv_sit_psr702-dmgr
aviva uk:investment & protection esb (ukl) sit hpb|ukncsavix308.via.novonet|websphere esb|uklinv_sit_psr702_app_c1_s1
aviva uk:investment & protection esb (ukl) sit hpb|ukncsavix308.via.novonet|websphere http server instance|uklinv_sit_psr702_http1
aviva uk:investment & protection esb (ukl) sit hpb|ukncsavix308.via.novonet|websphere esb|uklinv_sit_psr702_me_c1_s1
aviva uk:investment & protection wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere process server|uklinv_sit_wps-dmgr
aviva uk:investment & protection wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere process server|uklinv_sit_wps_bpc_c1.uklinv_sit_wps_n1.0
aviva uk:investment & protection wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere http server instance|uklinv_sit_wps_http
aviva uk:investment & protection wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere process server|uklinv_sit_wps_me_c1.uklinv_sit_wps_n1.0
aviva uk:investment & protection wps (ukl) sit hps|ukncsaviv113.via.novonet|websphere process server|uklinv_sit_wps_sup_c1.uklinv_sit_wps_n1.0
aviva uk:investment & protection esb (ukl) tst hps|ukncsaviv124.via.novonet|websphere esb|uklinv_sys_esb-dmgr
aviva uk:investment & protection esb (ukl) tst hps|ukncsaviv124.via.novonet|websphere esb|uklinv_sys_esb_app_c1.uklinv_sys_esb_n1.0
aviva uk:investment & protection esb (ukl) tst hps|ukncsaviv124.via.novonet|websphere http server instance|uklinv_sys_esb_http
aviva uk:investment & protection esb (ukl) tst hps|ukncsaviv124.via.novonet|websphere esb|uklinv_sys_esb_me_c1.uklinv_sys_esb_n1.0
aviva uk:investment & protection esb (ukl) tst hpb|ukncsavix305.via.novonet|websphere esb|uklinv_sys_psr702-dmgr
aviva uk:investment & protection esb (ukl) tst hpb|ukncsavix305.via.novonet|websphere esb|uklinv_sys_psr702_app_c1_s1
aviva uk:investment & protection esb (ukl) tst hpb|ukncsavix305.via.novonet|websphere http server instance|uklinv_sys_psr702_http1
aviva uk:investment & protection esb (ukl) tst hpb|ukncsavix305.via.novonet|websphere esb|uklinv_sys_psr702_me_c1_s1
aviva uk:investment & protection wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere process server|uklinv_sys_wps-dmgr
aviva uk:investment & protection wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere process server|uklinv_sys_wps_bpc_c1.uklinv_sys_wps_n1.0
aviva uk:investment & protection wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere http server instance|uklinv_sys_wps_http
aviva uk:investment & protection wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere process server|uklinv_sys_wps_me_c1.uklinv_sys_wps_n1.0
aviva uk:investment & protection wps (ukl) tst hps|ukncsaviv125.via.novonet|websphere process server|uklinv_sys_wps_sup_c1.uklinv_sys_wps_n1.0
aviva uk:investment & protection esb (ukl) uat hps|uknwsaviv141.via.novonet|websphere esb|uklinv_uat_esb-dmgr
aviva uk:investment & protection esb (ukl) uat hps|uknwsaviv141.via.novonet|websphere http server instance|uklinv_uat_esb_http
aviva uk:investment & protection esb (ukl) uat hps|uknwsaviv142.via.novonet|websphere esb|uklinv_uat_esb_me_c1.uklinv_uat_esb_n1.0
aviva uk:investment & protection wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere process server|uklinv_uat_wps-dmgr
aviva uk:investment & protection wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere process server|uklinv_uat_wps_bpc_c1.uklinv_uat_wps_n1.0
aviva uk:investment & protection wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere http server instance|uklinv_uat_wps_http
aviva uk:investment & protection wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere process server|uklinv_uat_wps_me_c1.uklinv_uat_wps_n1.0
aviva uk:investment & protection wps (ukl) uat hps|uknwsaviv142.via.novonet|websphere process server|uklinv_uat_wps_sup_c1.uklinv_uat_wps_n1.0
aviva uk:internal portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklip_dev1_wcm-dmgr
aviva uk:internal portal dev hps|uknwsaviv200.via.novonet|websphere http server instance|uklip_dev1_wcm_http1
aviva uk:internal portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklip_dev1_wcm_por_c1_s1
aviva uk:internal portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklip_dev1_wp-dmgr
aviva uk:internal portal dev hps|uknwsaviv200.via.novonet|websphere http server instance|uklip_dev1_wp_http1
aviva uk:internal portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklip_dev1_wp_por_c1_s1
aviva uk:internal portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklip_dev1_wp_pse_c1_s1
aviva uk:internal portal dev hps|uknwsaviv200.via.novonet|websphere portal|uklip_dev1_wp_was_c1_s1
aviva uk:internal portal dev hps|uknwsaviv121.via.novonet|tivoli access manager - webseal|uklip_dev_in_#w121
aviva uk:internal portal prd hpg|ukncsaviv158.via.novonet|tivoli access manager - webseal|uklip_int_prd_in_#c158
aviva uk:internal portal prd hpg|uknwsaviv158.via.novonet|tivoli access manager - webseal|uklip_int_prd_in_#w158
aviva uk:internal portal prd hpg|uknwsaviv159.via.novonet|tivoli access manager - webseal|uklip_int_prd_in_#w159
aviva uk:internal portal pre hpg|wbihsr02.via.novonet|websphere portal|uklip_pp_wp1_http1
aviva uk:internal portal pre hpg|wbihsr04.via.novonet|websphere portal|uklip_pp_wp1_http2
aviva uk:internal portal pre hpg|uknwsaviv162.via.novonet|websphere portal|uklip_pp_wp1_por_c1_s1
aviva uk:internal portal pre hpg|ukhacn10 cluster.via.novonet|websphere portal|uklip_pp_wp1_was_c1_s2
aviva uk:internal portal pre hpg|ukhacn10 cluster.via.novonet|websphere portal|uklip_pp_wp2-dmgr
aviva uk:internal portal pre hpg|wbihsr01.via.novonet|websphere portal|uklip_pp_wp2_http1
aviva uk:internal portal pre hpg|wbihsr03.via.novonet|websphere portal|uklip_pp_wp2_http2
aviva uk:internal portal pre hpg|ukncsaviv152.via.novonet|tivoli access manager - webseal|uklip_ppd_in_#c152
aviva uk:internal portal pre hpg|ukncsaviv178.via.novonet|tivoli access manager - webseal|uklip_ppd_in_#c178
aviva uk:internal portal pre hpg|uknwsaviv152.via.novonet|tivoli access manager - webseal|uklip_ppd_in_#w152
aviva uk:internal portal pre hpg|uknwsaviv178.via.novonet|tivoli access manager - webseal|uklip_ppd_in_#w178
aviva uk:internal portal sit hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklip_sit_in_#c121
aviva uk:internal portal sit hps|ukncsaviv111.via.novonet|websphere portal|uklip_sit_wp-dmgr
aviva uk:internal portal sit hps|ukncsaviv111.via.novonet|websphere http server instance|uklip_sit_wp_http1
aviva uk:internal portal sit hps|ukncsaviv111.via.novonet|websphere portal|uklip_sit_wp_por_c1_s1
aviva uk:internal portal sit hps|ukncsaviv111.via.novonet|websphere portal|uklip_sit_wp_pse_c1_s1
aviva uk:internal portal sit hps|ukncsaviv111.via.novonet|websphere portal|uklip_sit_wp_was_c1_s1
aviva uk:internal portal tst hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklip_sys_in_#c121
aviva uk:internal portal tst hps|ukncsaviv123.via.novonet|websphere portal|uklip_sys_wp-dmgr
aviva uk:internal portal tst hps|ukncsaviv123.via.novonet|websphere http server instance|uklip_sys_wp_http1
aviva uk:internal portal tst hps|ukncsaviv123.via.novonet|websphere portal|uklip_sys_wp_por_c1_s1
aviva uk:internal portal tst hps|ukncsaviv123.via.novonet|websphere portal|uklip_sys_wp_pse_c1_s1
aviva uk:internal portal tst hps|ukncsaviv123.via.novonet|websphere portal|uklip_sys_wp_was_c1_s1
aviva uk:internal portal uat hps|ukncsaviv121.via.novonet|tivoli access manager - webseal|uklip_uat_in_#c121
aviva uk:internal portal dev hps|uknwsaviv140.via.novonet|websphere portal|uklip_uat_wp-dmgr
aviva uk:internal portal uat hps|uknwsaviv140.via.novonet|websphere http server instance|uklip_uat_wp_http1
aviva uk:internal portal uat hps|uknwsaviv140.via.novonet|websphere portal|uklip_uat_wp_por_c1_s1
aviva uk:internal portal uat hps|uknwsaviv140.via.novonet|websphere portal|uklip_uat_wp_pse_c1_s1
aviva uk:internal portal uat hps|uknwsaviv140.via.novonet|websphere portal|uklip_uat_wp_was_c1_s1
aviva uk:origo (webseal) dev hpb|uknwsavhp236.via.novonet|tivoli access manager - webseal|uklmsg_dev_ex_#w236
aviva uk:tam 6 (ecommerce) prd hpg|wbslp01.via.novonet|tivoli access manager - webseal|uklmsg_pvw_ex_#wbslp01
aviva uk:tam 6 (ecommerce) prd hpg|wbslp03.via.novonet|tivoli access manager - webseal|uklmsg_pvw_ex_#wbslp03
aviva uk:origo (webseal) uat hpb|uknwsavhp237.via.novonet|tivoli access manager - webseal|uklmsg_uat_ex_#w237
aviva uk:netquotes dev hps|ukncsaviv226.via.novonet|websphere as instance|uklnet_dev_was-dmgr
aviva uk:netquotes dev hps|ukncsaviv226.via.novonet|websphere http server instance|uklnet_dev_was_http
aviva uk:netquotes prd hpg|ukhacn20 cluster.via.novonet|websphere as instance|uklnet_live_was-dmgr
aviva uk:netquotes prd hps|uknwsaviv129.via.novonet|websphere as instance|uklnet_live_was_c1_s1
aviva uk:netquotes prd hpg|ukncsaviv129.via.novonet|websphere http server instance|uklnet_live_was_c1_s2
aviva uk:netquotes prd hps|uknwsaviv128.via.novonet|websphere http server instance|uklnet_live_was_http1
aviva uk:netquotes prd hps|ukncsaviv128.via.novonet|websphere http server instance|uklnet_live_was_http2
aviva uk:netquotes pre hpg|ukhacn10 cluster.via.novonet|websphere as instance|uklnet_pp_was-dmgr
aviva uk:netquotes prv hpb|uknwsaviv133.via.novonet|websphere as instance|uklnet_pvw_was-dmgr
aviva uk:netquotes prv hpb|uknwsaviv133.via.novonet|websphere as instance|uklnet_pvw_was_c1_s1
aviva uk:netquotes prv hpb|uknwsaviv134.via.novonet|websphere http server instance|uklnet_pvw_was_http
aviva uk:netquotes sit hpb|ukncsaviv283.via.novonet|websphere as instance|uklnet_sit_was-dmgr
aviva uk:netquotes sit hpb|ukncsaviv283.via.novonet|websphere as instance|uklnet_sit_was_c1_s1
aviva uk:netquotes sit hpb|ukncsaviv283.via.novonet|websphere http server instance|uklnet_sit_was_http
aviva uk:netquotes tst hpb|ukncsaviv257.via.novonet|websphere as instance|uklnet_sys_was-dmgr
aviva uk:netquotes tst hpb|ukncsaviv257.via.novonet|websphere as instance|uklnet_sys_was_c1_s1
aviva uk:netquotes tst hpb|ukncsaviv257.via.novonet|websphere http server instance|uklnet_sys_was_http
